recordID,countyName,stateAbbreviation,imageLocation
04ebc65c-81f1-4013-85e5-bc6b738426be,CHD_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/chd_lea/04eb/04ebc65c-81f1-4013-85e5-bc6b738426be.pdf
05013efa-905a-4535-b7ba-5d0dd7bc9a65,EOG_Atascosa,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_atascosa/0501/05013efa-905a-4535-b7ba-5d0dd7bc9a65.pdf
052034ad-4186-44f4-a3f5-7e8f76664734,EOG_Cooke,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_cooke/0520/052034ad-4186-44f4-a3f5-7e8f76664734.pdf
0526b56f-776d-468b-9a82-191d13b172da,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/0526/0526b56f-776d-468b-9a82-191d13b172da.pdf
055c9604-bec3-4e22-a937-e06d062c51c2,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/055c/055c9604-bec3-4e22-a937-e06d062c51c2.pdf
0591F4D4-6C64-43A9-B055-B32B26DFBE15,TRAINING_Midland,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_midland/0591/0591F4D4-6C64-43A9-B055-B32B26DFBE15.pdf
05acb623-17c4-4533-9d23-9a51bf562c86,Crane,TX,s3://enverus-courthouse-prod-chd-plants/tx/crane/05ac/05acb623-17c4-4533-9d23-9a51bf562c86.pdf
05e8a3a6-8ba8-41a0-8e87-88fbf3fcdd2e,EOG_Cooke,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_cooke/05e8/05e8a3a6-8ba8-41a0-8e87-88fbf3fcdd2e.pdf
066b2fde-5517-42e6-a789-4fae698b7f1c,CHD_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/chd_lea/066b/066b2fde-5517-42e6-a789-4fae698b7f1c.pdf
06812cea-120c-4bbc-8750-4ce279451299,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/0681/06812cea-120c-4bbc-8750-4ce279451299.pdf
06959d90-39bd-4161-a599-4c851d64d3d3,EOG_Cooke,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_cooke/0695/06959d90-39bd-4161-a599-4c851d64d3d3.pdf
06cbae3d-999d-4f83-9398-b7d1c4135a1e,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/06cb/06cbae3d-999d-4f83-9398-b7d1c4135a1e.pdf
070ba6d5-0685-48f0-856e-ba0c0a47ddfb,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/070b/070ba6d5-0685-48f0-856e-ba0c0a47ddfb.pdf
070c1f52-5f6b-4771-ba06-712afa7c3ef1,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/070c/070c1f52-5f6b-4771-ba06-712afa7c3ef1.pdf
071750e9-4812-48e3-8be7-e286ffaa2263,EOG_LaSalle,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_lasalle/0717/071750e9-4812-48e3-8be7-e286ffaa2263.pdf
072cb06a-15fc-4938-ba7f-3e8461a6670a,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/072c/072cb06a-15fc-4938-ba7f-3e8461a6670a.pdf
07882bca-b872-42a0-8b52-acdd613061dd,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0788/07882bca-b872-42a0-8b52-acdd613061dd.pdf
07cbe58b-a4f9-4ddd-aa8f-8997cf21a1e8,CHD_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/chd_lea/07cb/07cbe58b-a4f9-4ddd-aa8f-8997cf21a1e8.pdf
07dde53b-85b8-bb4d-8899-daab7e28a67b,Burleson,TX,s3://enverus-courthouse-prod-chd-plants/tx/burleson/07dd/07dde53b-85b8-bb4d-8899-daab7e28a67b.pdf
07ec8896-efb9-4c0d-9fab-29847bd0fa44,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/07ec/07ec8896-efb9-4c0d-9fab-29847bd0fa44.pdf
07fa5d76-c2cd-4782-9ef9-d313c2f3994c,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/07fa/07fa5d76-c2cd-4782-9ef9-d313c2f3994c.pdf
07FF9D2B-2308-44F5-ACD8-FB3DCF3C7C45,TRAINING_Johnson,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_johnson/07FF/07FF9D2B-2308-44F5-ACD8-FB3DCF3C7C45.pdf
08117128-37AB-40AE-B80E-1455F8B0A011,TRAINING_Eddy,NM,s3://enverus-courthouse-prod-chd-plants/nm/training_eddy/0811/08117128-37AB-40AE-B80E-1455F8B0A011.pdf
081873b2-9cfe-452c-b6de-bf7b4d694d23,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/0818/081873b2-9cfe-452c-b6de-bf7b4d694d23.pdf
0839D579-FD5B-4902-AAA6-1E1F9984C348,TRAINING_Johnson,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_johnson/0839/0839D579-FD5B-4902-AAA6-1E1F9984C348.pdf
08689665-83cb-4b79-92ce-5f05d734fd74,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0868/08689665-83cb-4b79-92ce-5f05d734fd74.pdf
087ed5b8-adfe-47b7-a548-58736de55732,Houston,TX,s3://enverus-courthouse-prod-chd-plants/tx/houston/087e/087ed5b8-adfe-47b7-a548-58736de55732.pdf
088ba873-1361-42ef-9ae7-e2aea68ede73,EOG_LaSalle,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_lasalle/088b/088ba873-1361-42ef-9ae7-e2aea68ede73.pdf
08e8042b-7404-4487-9a24-3a157f0d643f,EOG_Atascosa,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_atascosa/08e8/08e8042b-7404-4487-9a24-3a157f0d643f.pdf
09350f22-7598-4f38-95d0-5cd7ade23abe,Walker,TX,s3://enverus-courthouse-prod-chd-plants/tx/walker/0935/09350f22-7598-4f38-95d0-5cd7ade23abe.pdf
0966f801-6636-cd43-a6d8-5d53c4c9be89,Howard,TX,s3://enverus-courthouse-prod-chd-plants/tx/howard/0966/0966f801-6636-cd43-a6d8-5d53c4c9be89.pdf
09762724-7273-481c-91fb-d4ee021e5173,EOG_Atascosa,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_atascosa/0976/09762724-7273-481c-91fb-d4ee021e5173.pdf
