state_name,created_month,mappings_created,later_revised
Oklahoma,2013-07-01,5460,119
Louisiana,2013-07-01,3907,5
Mississippi,2013-07-01,3159,6
West Virginia,2013-07-01,3091,37
Colorado,2013-07-01,1910,33
Pennsylvania,2013-07-01,1554,23
Montana,2013-07-01,846,21
Arkansas,2013-07-01,688,3
Michigan,2013-07-01,545,3
California,2013-07-01,429,2
Wyoming,2013-07-01,378,2
North Dakota,2013-07-01,303,0
New Mexico,2013-07-01,204,4
Kansas,2013-07-01,192,12
Utah,2013-07-01,105,0
South Dakota,2013-07-01,60,0
Ohio,2013-06-01,106039,11312
Texas,2013-06-01,9306,437
Oklahoma,2013-06-01,4297,75
West Virginia,2013-06-01,3772,118
Kansas,2013-06-01,3081,82
Louisiana,2013-06-01,962,5
Montana,2013-06-01,713,7
Pennsylvania,2013-06-01,579,6
North Dakota,2013-06-01,561,0
Michigan,2013-06-01,538,5
Mississippi,2013-06-01,525,0
Arkansas,2013-06-01,521,3
Colorado,2013-06-01,472,16
Nevada,2013-06-01,299,94
New Mexico,2013-06-01,267,12
Wyoming,2013-06-01,231,9
Utah,2013-06-01,170,5
Ohio,2013-05-01,48991,909
Texas,2013-05-01,5673,181
West Virginia,2013-05-01,5434,31
Oklahoma,2013-05-01,3228,49
Louisiana,2013-05-01,1990,7
California,2013-05-01,1880,71
North Dakota,2013-05-01,1199,0
Colorado,2013-05-01,1191,30
Mississippi,2013-05-01,1135,15
Wyoming,2013-05-01,676,100
Pennsylvania,2013-05-01,408,6
Montana,2013-05-01,380,45
New Mexico,2013-05-01,196,3
Arkansas,2013-05-01,136,4
Utah,2013-05-01,131,0
Kansas,2013-05-01,25,15
Michigan,2013-05-01,6,0
Texas,2013-04-01,11641,418
West Virginia,2013-04-01,5120,63
Oklahoma,2013-04-01,3315,104
Louisiana,2013-04-01,2215,2
Colorado,2013-04-01,1547,79
Montana,2013-04-01,1007,101
North Dakota,2013-04-01,964,0
Pennsylvania,2013-04-01,668,24
Arkansas,2013-04-01,545,1
Michigan,2013-04-01,467,0
Wyoming,2013-04-01,369,2
New Mexico,2013-04-01,283,6
Utah,2013-04-01,164,0
Mississippi,2013-04-01,150,0
Kansas,2013-04-01,90,13
California,2013-04-01,9,2
West Virginia,2013-03-01,20559,162
Texas,2013-03-01,6960,229
Colorado,2013-03-01,3436,109
Mississippi,2013-03-01,2931,44
Oklahoma,2013-03-01,2899,58
Montana,2013-03-01,1384,39
North Dakota,2013-03-01,723,0
Pennsylvania,2013-03-01,696,5
Wyoming,2013-03-01,403,16
Kansas,2013-03-01,402,22
Louisiana,2013-03-01,397,0
Arkansas,2013-03-01,323,1
Michigan,2013-03-01,206,0
New Mexico,2013-03-01,199,2
Utah,2013-03-01,78,0
California,2013-03-01,2,1
West Virginia,2013-02-01,105202,649
Texas,2013-02-01,18713,673
Oklahoma,2013-02-01,4049,63
Colorado,2013-02-01,3894,144
Montana,2013-02-01,3033,224
Louisiana,2013-02-01,2406,0
Pennsylvania,2013-02-01,1849,40
Kansas,2013-02-01,1744,48
Mississippi,2013-02-01,1541,13
Wyoming,2013-02-01,777,21
Michigan,2013-02-01,771,1
Arkansas,2013-02-01,428,0
New Mexico,2013-02-01,266,11
Utah,2013-02-01,240,12
California,2013-02-01,133,9
North Dakota,2013-02-01,67,0
Texas,2013-01-01,9419,181
Kansas,2013-01-01,3063,111
Oklahoma,2013-01-01,2544,24
Louisiana,2013-01-01,2347,0
Montana,2013-01-01,1761,21
Pennsylvania,2013-01-01,702,1
Wyoming,2013-01-01,572,57
Colorado,2013-01-01,378,1
Arkansas,2013-01-01,363,0
Michigan,2013-01-01,253,0
Utah,2013-01-01,214,0
New Mexico,2013-01-01,172,1
California,2013-01-01,91,2
Mississippi,2013-01-01,49,1
North Dakota,2013-01-01,44,0
Kansas,2012-12-01,7429,103
Texas,2012-12-01,4129,124
Oklahoma,2012-12-01,2752,31
Michigan,2012-12-01,1204,1
Louisiana,2012-12-01,1081,0
Mississippi,2012-12-01,864,1
Colorado,2012-12-01,734,14
Wyoming,2012-12-01,336,15
Arkansas,2012-12-01,260,0
Utah,2012-12-01,46,0
Montana,2012-12-01,38,0
California,2012-12-01,14,0
Pennsylvania,2012-12-01,6,0
Texas,2012-11-01,21020,631
Kansas,2012-11-01,12632,168
Oklahoma,2012-11-01,2943,47
Michigan,2012-11-01,1884,5
Louisiana,2012-11-01,1864,1
California,2012-11-01,1844,25
Montana,2012-11-01,1722,35
Pennsylvania,2012-11-01,1495,11
Colorado,2012-11-01,1353,19
Arkansas,2012-11-01,670,1
Mississippi,2012-11-01,526,0
Wyoming,2012-11-01,179,4
New Mexico,2012-11-01,138,5
North Dakota,2012-11-01,97,0
South Dakota,2012-11-01,13,0
Texas,2012-10-01,8862,196
Oklahoma,2012-10-01,4877,47
Kansas,2012-10-01,3762,67
Louisiana,2012-10-01,3177,2
Mississippi,2012-10-01,2766,2
Colorado,2012-10-01,2011,14
Montana,2012-10-01,1812,50
Pennsylvania,2012-10-01,1779,28
Michigan,2012-10-01,1719,0
Wyoming,2012-10-01,597,13
Arkansas,2012-10-01,386,0
New Mexico,2012-10-01,170,8
California,2012-10-01,118,0
Utah,2012-10-01,60,1
North Dakota,2012-10-01,54,0
Montana,2012-09-01,36158,152
Michigan,2012-09-01,30590,14
California,2012-09-01,21595,228
Kansas,2012-09-01,10398,112
Texas,2012-09-01,8923,178
Oklahoma,2012-09-01,7100,57
Colorado,2012-09-01,4860,34
Mississippi,2012-09-01,2080,0
Arkansas,2012-09-01,1630,2
Pennsylvania,2012-09-01,1464,15
Louisiana,2012-09-01,1447,0
Utah,2012-09-01,394,1
Wyoming,2012-09-01,387,2
North Dakota,2012-09-01,352,0
Nevada,2012-09-01,92,0
New Mexico,2012-09-01,52,0
Kansas,2012-08-01,42327,452
Oklahoma,2012-08-01,12857,59
Texas,2012-08-01,11468,256
Montana,2012-08-01,4922,7
Mississippi,2012-08-01,2439,0
Louisiana,2012-08-01,2142,0
Colorado,2012-08-01,1092,47
Pennsylvania,2012-08-01,916,52
Arkansas,2012-08-01,715,0
Wyoming,2012-08-01,634,152
New Mexico,2012-08-01,462,4
Utah,2012-08-01,199,1
South Dakota,2012-08-01,169,1
North Dakota,2012-08-01,139,0
Kansas,2012-07-01,38931,574
Texas,2012-07-01,11658,347
Oklahoma,2012-07-01,8142,36
Colorado,2012-07-01,7117,129
Montana,2012-07-01,6059,131
Mississippi,2012-07-01,2007,1
Louisiana,2012-07-01,1688,0
Pennsylvania,2012-07-01,1154,9
North Dakota,2012-07-01,101,0
New Mexico,2012-07-01,70,0
Wyoming,2012-07-01,53,1
Arkansas,2012-07-01,42,0
Utah,2012-07-01,7,0
Montana,2012-06-01,35466,697
Kansas,2012-06-01,11540,105
Texas,2012-06-01,9952,379
Oklahoma,2012-06-01,9290,36
Pennsylvania,2012-06-01,7599,129
Louisiana,2012-06-01,2810,0
Mississippi,2012-06-01,1820,3
Colorado,2012-06-01,1812,12
Arkansas,2012-06-01,1061,1
New Mexico,2012-06-01,129,1
North Dakota,2012-06-01,42,0
Wyoming,2012-06-01,37,0
Utah,2012-06-01,4,0
Montana,2012-05-01,21798,319
Pennsylvania,2012-05-01,13164,224
Texas,2012-05-01,6497,90
Oklahoma,2012-05-01,5206,38
Mississippi,2012-05-01,2902,5
Arkansas,2012-05-01,1524,13
Louisiana,2012-05-01,958,0
Wyoming,2012-05-01,842,4
Colorado,2012-05-01,519,7
New Mexico,2012-05-01,461,2
South Dakota,2012-05-01,1,0
Pennsylvania,2012-04-01,25201,315
Oklahoma,2012-04-01,7262,42
Texas,2012-04-01,5584,126
Colorado,2012-04-01,4533,26
Louisiana,2012-04-01,2929,0
Mississippi,2012-04-01,1094,9
Wyoming,2012-04-01,825,173
Arkansas,2012-04-01,459,6
North Dakota,2012-04-01,185,0
Utah,2012-04-01,152,1
Nevada,2012-04-01,134,0
New Mexico,2012-04-01,79,0
California,2012-04-01,3,0
Texas,2012-03-01,14149,182
Pennsylvania,2012-03-01,6796,22
Oklahoma,2012-03-01,5825,24
Colorado,2012-03-01,3842,40
Mississippi,2012-03-01,2447,9
Louisiana,2012-03-01,1669,0
Arkansas,2012-03-01,1385,14
Wyoming,2012-03-01,403,6
New Mexico,2012-03-01,353,1
Montana,2012-03-01,273,0
Utah,2012-03-01,167,0
North Dakota,2012-03-01,57,0
Texas,2012-02-01,14011,332
Pennsylvania,2012-02-01,9635,100
Oklahoma,2012-02-01,9158,30
Colorado,2012-02-01,4233,25
Louisiana,2012-02-01,3184,0
Arkansas,2012-02-01,1265,21
Wyoming,2012-02-01,1182,8
North Dakota,2012-02-01,1056,0
Mississippi,2012-02-01,975,0
New Mexico,2012-02-01,346,0
Utah,2012-02-01,141,3
Texas,2012-01-01,8475,115
Pennsylvania,2012-01-01,5629,36
Oklahoma,2012-01-01,5343,29
Colorado,2012-01-01,3395,15
Louisiana,2012-01-01,2069,0
Arkansas,2012-01-01,1483,79
North Dakota,2012-01-01,311,0
Wyoming,2012-01-01,297,2
Utah,2012-01-01,230,1
New Mexico,2012-01-01,165,16
Mississippi,2012-01-01,27,1
Texas,2011-12-01,7969,150
Oklahoma,2011-12-01,7955,43
Colorado,2011-12-01,4309,14
Louisiana,2011-12-01,2783,0
Arkansas,2011-12-01,2134,1
Wyoming,2011-12-01,959,2
Montana,2011-12-01,488,0
New Mexico,2011-12-01,425,5
Mississippi,2011-12-01,169,1
North Dakota,2011-12-01,47,0
California,2011-12-01,18,0
Utah,2011-12-01,12,0
Texas,2011-11-01,8414,398
Oklahoma,2011-11-01,8227,42
Mississippi,2011-11-01,3396,15
Louisiana,2011-11-01,2564,2
Colorado,2011-11-01,2100,8
Pennsylvania,2011-11-01,937,1
Wyoming,2011-11-01,725,156
Arkansas,2011-11-01,598,5
Utah,2011-11-01,232,0
North Dakota,2011-11-01,95,0
New Mexico,2011-11-01,35,0
Texas,2011-10-01,10504,528
Oklahoma,2011-10-01,6984,44
Arkansas,2011-10-01,5883,23
Louisiana,2011-10-01,4606,1
Mississippi,2011-10-01,3030,12
Colorado,2011-10-01,2636,10
Pennsylvania,2011-10-01,2575,10
North Dakota,2011-10-01,246,0
Wyoming,2011-10-01,239,1
Utah,2011-10-01,202,0
New Mexico,2011-10-01,202,14
Montana,2011-10-01,72,0
South Dakota,2011-10-01,2,0
Texas,2011-09-01,12334,330
Oklahoma,2011-09-01,6179,15
Colorado,2011-09-01,2674,29
Arkansas,2011-09-01,2547,11
Louisiana,2011-09-01,1536,0
Wyoming,2011-09-01,1133,8
Pennsylvania,2011-09-01,692,13
Mississippi,2011-09-01,643,1
Montana,2011-09-01,483,0
Nevada,2011-09-01,256,0
North Dakota,2011-09-01,102,0
New Mexico,2011-09-01,89,0
Utah,2011-09-01,27,1
California,2011-09-01,9,0
Oklahoma,2011-08-01,16558,55
Texas,2011-08-01,12051,187
Arkansas,2011-08-01,3823,12
Pennsylvania,2011-08-01,3036,135
Louisiana,2011-08-01,2978,0
Mississippi,2011-08-01,2040,38
Colorado,2011-08-01,1406,15
North Dakota,2011-08-01,849,1
Wyoming,2011-08-01,262,2
New Mexico,2011-08-01,147,0
Nevada,2011-08-01,114,0
South Dakota,2011-08-01,47,0
Utah,2011-08-01,14,0
Texas,2011-07-01,9752,248
Oklahoma,2011-07-01,8168,25
Louisiana,2011-07-01,3509,0
Colorado,2011-07-01,1391,9
Pennsylvania,2011-07-01,1253,13
Arkansas,2011-07-01,971,8
Mississippi,2011-07-01,697,5
New Mexico,2011-07-01,297,2
Utah,2011-07-01,194,2
Wyoming,2011-07-01,167,44
North Dakota,2011-07-01,133,0
Texas,2011-06-01,16207,807
Oklahoma,2011-06-01,7194,47
Pennsylvania,2011-06-01,5820,38
Louisiana,2011-06-01,3795,1
Mississippi,2011-06-01,3211,1
Wyoming,2011-06-01,2018,221
Colorado,2011-06-01,1725,17
North Dakota,2011-06-01,1017,0
Montana,2011-06-01,374,0
Utah,2011-06-01,369,4
New Mexico,2011-06-01,250,0
Arkansas,2011-06-01,78,0
California,2011-06-01,7,0
Pennsylvania,2011-05-01,11791,177
Texas,2011-05-01,9983,169
Oklahoma,2011-05-01,4149,24
Louisiana,2011-05-01,2973,0
Colorado,2011-05-01,1730,44
Wyoming,2011-05-01,960,21
North Dakota,2011-05-01,346,0
New Mexico,2011-05-01,211,0
Utah,2011-05-01,130,0
Arkansas,2011-05-01,46,0
Mississippi,2011-05-01,1,0
Texas,2011-04-01,9433,274
Oklahoma,2011-04-01,8046,47
Louisiana,2011-04-01,2640,0
Colorado,2011-04-01,1924,33
Pennsylvania,2011-04-01,1519,41
Mississippi,2011-04-01,479,0
Wyoming,2011-04-01,478,7
Utah,2011-04-01,225,3
New Mexico,2011-04-01,187,0
North Dakota,2011-04-01,153,0
Arkansas,2011-04-01,17,0
Pennsylvania,2011-03-01,12292,409
Texas,2011-03-01,10831,431
Oklahoma,2011-03-01,8162,57
Colorado,2011-03-01,4896,55
Louisiana,2011-03-01,3770,0
Montana,2011-03-01,995,0
Wyoming,2011-03-01,606,6
North Dakota,2011-03-01,363,0
New Mexico,2011-03-01,347,11
Utah,2011-03-01,274,1
Arkansas,2011-03-01,173,0
Mississippi,2011-03-01,20,0
California,2011-03-01,13,0
Texas,2011-02-01,10483,269
Oklahoma,2011-02-01,6543,108
North Dakota,2011-02-01,3902,2
Pennsylvania,2011-02-01,3384,58
Louisiana,2011-02-01,3132,0
Wyoming,2011-02-01,632,5
Colorado,2011-02-01,530,4
Mississippi,2011-02-01,218,0
Arkansas,2011-02-01,194,0
Montana,2011-02-01,134,0
New Mexico,2011-02-01,119,0
South Dakota,2011-02-01,1,0
Texas,2011-01-01,13572,409
Oklahoma,2011-01-01,11290,72
North Dakota,2011-01-01,7890,6
Pennsylvania,2011-01-01,5542,516
Louisiana,2011-01-01,3382,1
Colorado,2011-01-01,2331,15
Wyoming,2011-01-01,1414,25
New Mexico,2011-01-01,382,1
Mississippi,2011-01-01,207,0
Arkansas,2011-01-01,202,0
Nevada,2011-01-01,75,0
Montana,2011-01-01,51,0
California,2011-01-01,8,0
Oklahoma,2010-12-01,10040,13
Texas,2010-12-01,1101,5
Pennsylvania,2010-12-01,507,6
Louisiana,2010-12-01,356,0
Colorado,2010-12-01,243,0
Texas,2010-11-01,13416,343
Pennsylvania,2010-11-01,11394,260
Oklahoma,2010-11-01,4634,7
Louisiana,2010-11-01,2331,2
Colorado,2010-11-01,2089,0
North Dakota,2010-11-01,2012,1
Wyoming,2010-11-01,1016,164
New Mexico,2010-11-01,352,6
Arkansas,2010-11-01,216,0
Pennsylvania,2010-10-01,23172,106
Texas,2010-10-01,9443,296
Oklahoma,2010-10-01,7325,30
North Dakota,2010-10-01,4114,3
Louisiana,2010-10-01,1659,0
Colorado,2010-10-01,1073,1
Wyoming,2010-10-01,815,16
Mississippi,2010-10-01,545,0
New Mexico,2010-10-01,165,0
Arkansas,2010-10-01,93,0
Pennsylvania,2010-09-01,19018,51
Texas,2010-09-01,9647,234
Oklahoma,2010-09-01,4025,12
Louisiana,2010-09-01,2937,1
Colorado,2010-09-01,1866,23
Wyoming,2010-09-01,1794,4
North Dakota,2010-09-01,741,0
New Mexico,2010-09-01,296,0
Arkansas,2010-09-01,222,0
Montana,2010-09-01,139,0
California,2010-09-01,19,0
Texas,2010-08-01,13053,260
Pennsylvania,2010-08-01,12453,268
North Dakota,2010-08-01,4466,1
Oklahoma,2010-08-01,3566,9
Colorado,2010-08-01,3059,11
Wyoming,2010-08-01,2616,394
Louisiana,2010-08-01,1951,2
New Mexico,2010-08-01,539,2
Arkansas,2010-08-01,498,0
Nevada,2010-08-01,56,0
Utah,2010-08-01,54,1
Mississippi,2010-08-01,23,0
Pennsylvania,2010-07-01,14219,188
Texas,2010-07-01,13794,585
Wyoming,2010-07-01,8942,71
Oklahoma,2010-07-01,4803,15
Louisiana,2010-07-01,2486,0
North Dakota,2010-07-01,1899,1
Colorado,2010-07-01,1048,8
Mississippi,2010-07-01,377,0
New Mexico,2010-07-01,237,0
Arkansas,2010-07-01,159,0
Texas,2010-06-01,12284,163
Oklahoma,2010-06-01,6635,35
North Dakota,2010-06-01,3242,2
Louisiana,2010-06-01,2727,1
Colorado,2010-06-01,936,1
Wyoming,2010-06-01,595,408
New Mexico,2010-06-01,221,3
Montana,2010-06-01,105,1
Arkansas,2010-06-01,101,0
California,2010-06-01,3,0
Utah,2010-06-01,3,0
Texas,2010-05-01,17438,1056
Oklahoma,2010-05-01,4520,36
North Dakota,2010-05-01,2718,4
Louisiana,2010-05-01,2266,0
Colorado,2010-05-01,1212,1
Montana,2010-05-01,272,0
Arkansas,2010-05-01,243,0
Wyoming,2010-05-01,126,21
New Mexico,2010-05-01,86,0
Texas,2010-04-01,12964,1763
Oklahoma,2010-04-01,5111,17
North Dakota,2010-04-01,3484,0
Louisiana,2010-04-01,2809,1
Colorado,2010-04-01,1249,8
Wyoming,2010-04-01,428,0
Mississippi,2010-04-01,379,0
New Mexico,2010-04-01,162,5
Utah,2010-04-01,34,0
Arkansas,2010-04-01,16,0
Texas,2010-03-01,11754,116
North Dakota,2010-03-01,3726,0
Oklahoma,2010-03-01,3403,14
Louisiana,2010-03-01,2324,0
Colorado,2010-03-01,1630,6
Wyoming,2010-03-01,841,1
California,2010-03-01,569,0
New Mexico,2010-03-01,273,10
Arkansas,2010-03-01,208,0
Montana,2010-03-01,206,0
Utah,2010-03-01,3,0
North Dakota,2010-02-01,9103,2
Texas,2010-02-01,8018,357
Louisiana,2010-02-01,6518,6
Nevada,2010-02-01,1424,12
Oklahoma,2010-02-01,1182,11
Wyoming,2010-02-01,545,0
Colorado,2010-02-01,429,0
New Mexico,2010-02-01,126,1
Utah,2010-02-01,87,0
Arkansas,2010-02-01,11,0
Texas,2010-01-01,6332,84
Louisiana,2010-01-01,5499,3
North Dakota,2010-01-01,3188,0
Oklahoma,2010-01-01,2654,8
Mississippi,2010-01-01,417,0
Colorado,2010-01-01,377,1
Arkansas,2010-01-01,204,0
New Mexico,2010-01-01,191,27
Wyoming,2010-01-01,18,0
Texas,2009-12-01,3984,88
North Dakota,2009-12-01,2686,0
Louisiana,2009-12-01,2171,2
Oklahoma,2009-12-01,1880,10
Arkansas,2009-12-01,264,0
Colorado,2009-12-01,251,2
Wyoming,2009-12-01,120,120
New Mexico,2009-12-01,109,2
Utah,2009-12-01,7,0
Texas,2009-11-01,6851,85
Oklahoma,2009-11-01,6326,21
Louisiana,2009-11-01,3006,1
Utah,2009-11-01,1400,38
Arkansas,2009-11-01,880,17
North Dakota,2009-11-01,733,0
New Mexico,2009-11-01,281,6
Wyoming,2009-11-01,279,16
Colorado,2009-11-01,219,1
Mississippi,2009-11-01,144,0
Montana,2009-11-01,29,0
Oklahoma,2009-10-01,8633,20
Texas,2009-10-01,6284,208
Arkansas,2009-10-01,1620,30
North Dakota,2009-10-01,1435,0
Colorado,2009-10-01,493,2
Louisiana,2009-10-01,431,1
Wyoming,2009-10-01,341,280
Mississippi,2009-10-01,299,1
Montana,2009-10-01,181,0
New Mexico,2009-10-01,168,1
Utah,2009-10-01,133,10
Texas,2009-09-01,10107,96
Oklahoma,2009-09-01,7488,59
Louisiana,2009-09-01,7156,1
North Dakota,2009-09-01,1256,0
Arkansas,2009-09-01,617,0
Colorado,2009-09-01,305,6
New Mexico,2009-09-01,202,0
Mississippi,2009-09-01,24,0
Texas,2009-08-01,13200,92
Oklahoma,2009-08-01,5343,21
Colorado,2009-08-01,2578,10
Arkansas,2009-08-01,2335,10
North Dakota,2009-08-01,1607,0
Louisiana,2009-08-01,1595,0
Wyoming,2009-08-01,1154,3
New Mexico,2009-08-01,226,1
Montana,2009-08-01,97,0
Utah,2009-08-01,83,0
Texas,2009-07-01,9871,37
Oklahoma,2009-07-01,5526,68
Arkansas,2009-07-01,5282,24
North Dakota,2009-07-01,4924,1
Louisiana,2009-07-01,1998,1
Mississippi,2009-07-01,1078,0
Colorado,2009-07-01,600,0
New Mexico,2009-07-01,267,0
Wyoming,2009-07-01,184,0
North Dakota,2009-06-01,6371,1
Arkansas,2009-06-01,5950,345
Texas,2009-06-01,4294,28
Oklahoma,2009-06-01,4157,35
Colorado,2009-06-01,2384,19
Louisiana,2009-06-01,2084,1
Wyoming,2009-06-01,1926,358
New Mexico,2009-06-01,673,3
Montana,2009-06-01,208,0
Utah,2009-06-01,94,0
Texas,2009-05-01,15839,55
Oklahoma,2009-05-01,11353,211
Arkansas,2009-05-01,6856,146
Louisiana,2009-05-01,4348,0
Colorado,2009-05-01,4152,32
North Dakota,2009-05-01,2355,0
Mississippi,2009-05-01,177,0
New Mexico,2009-05-01,74,0
Wyoming,2009-05-01,32,0
North Dakota,2009-04-01,32373,13
Texas,2009-04-01,20337,163
Louisiana,2009-04-01,6109,0
Arkansas,2009-04-01,5892,27
Colorado,2009-04-01,2102,144
Oklahoma,2009-04-01,1868,100
Mississippi,2009-04-01,1760,1
Wyoming,2009-04-01,776,331
New Mexico,2009-04-01,250,0
Montana,2009-04-01,117,0
North Dakota,2009-03-01,60700,27
Oklahoma,2009-03-01,19897,4431
Texas,2009-03-01,16825,161
Louisiana,2009-03-01,5490,0
Arkansas,2009-03-01,4976,2
Colorado,2009-03-01,740,6
Utah,2009-03-01,558,0
New Mexico,2009-03-01,392,114
Mississippi,2009-03-01,189,0
Wyoming,2009-03-01,151,22
North Dakota,2009-02-01,47400,18
Oklahoma,2009-02-01,23875,4390
Texas,2009-02-01,17746,126
Louisiana,2009-02-01,5787,0
Arkansas,2009-02-01,2511,0
Mississippi,2009-02-01,1826,0
Colorado,2009-02-01,1477,19
New Mexico,2009-02-01,1457,22
Wyoming,2009-02-01,874,397
Montana,2009-02-01,69,0
North Dakota,2009-01-01,38338,7
Oklahoma,2009-01-01,12013,864
Texas,2009-01-01,9164,49
Louisiana,2009-01-01,3936,0
Wyoming,2009-01-01,2187,1673
Arkansas,2009-01-01,1440,4
Colorado,2009-01-01,1277,5
Mississippi,2009-01-01,764,1
New Mexico,2009-01-01,527,0
Montana,2009-01-01,166,2
Texas,2008-12-01,47309,151
Oklahoma,2008-12-01,7620,627
Louisiana,2008-12-01,6866,0
Colorado,2008-12-01,2629,0
New Mexico,2008-12-01,1695,6
Arkansas,2008-12-01,1231,4
Mississippi,2008-12-01,804,5
Wyoming,2008-12-01,348,335
Montana,2008-12-01,23,0
North Dakota,2008-12-01,17,0
Texas,2008-11-01,88798,71
Oklahoma,2008-11-01,3322,43
Louisiana,2008-11-01,2171,0
Arkansas,2008-11-01,1458,2
Mississippi,2008-11-01,409,0
New Mexico,2008-11-01,36,0
Colorado,2008-11-01,6,0
Texas,2008-10-01,17948,111
Oklahoma,2008-10-01,5722,34
Mississippi,2008-10-01,1712,48
Arkansas,2008-10-01,1299,7
Louisiana,2008-10-01,1167,0
Colorado,2008-10-01,149,1
New Mexico,2008-10-01,62,3
Texas,2008-09-01,27291,96
Louisiana,2008-09-01,13793,1
Oklahoma,2008-09-01,8181,243
Arkansas,2008-09-01,1319,13
Mississippi,2008-09-01,569,1
Colorado,2008-09-01,123,0
New Mexico,2008-09-01,96,0
Texas,2008-08-01,12834,139
Oklahoma,2008-08-01,2720,704
Mississippi,2008-08-01,1286,7
Louisiana,2008-08-01,704,0
Arkansas,2008-08-01,205,2
New Mexico,2008-08-01,181,6
Colorado,2008-08-01,1,1
Texas,2008-07-01,21426,53
Louisiana,2008-07-01,4338,0
Oklahoma,2008-07-01,4290,714
Mississippi,2008-07-01,4078,33
Arkansas,2008-07-01,1465,17
New Mexico,2008-07-01,359,6
Colorado,2008-07-01,209,7
Texas,2008-06-01,17012,57
Oklahoma,2008-06-01,4375,1180
Louisiana,2008-06-01,3439,0
Arkansas,2008-06-01,1157,16
Mississippi,2008-06-01,826,29
Colorado,2008-06-01,440,23
New Mexico,2008-06-01,242,1
Wyoming,2008-06-01,95,13
Texas,2008-05-01,6442,77
Oklahoma,2008-05-01,3336,550
Louisiana,2008-05-01,3051,1
Arkansas,2008-05-01,779,14
Mississippi,2008-05-01,434,0
New Mexico,2008-05-01,242,5
Wyoming,2008-05-01,62,0
Colorado,2008-05-01,12,0
Texas,2008-04-01,13637,68
Oklahoma,2008-04-01,7956,2276
Louisiana,2008-04-01,4434,6
Mississippi,2008-04-01,2683,10
Arkansas,2008-04-01,2272,9
Wyoming,2008-04-01,1460,648
Montana,2008-04-01,1401,134
Colorado,2008-04-01,773,92
New Mexico,2008-04-01,600,46
Utah,2008-04-01,273,33
North Dakota,2008-04-01,68,48
Texas,2008-03-01,2829,48
Louisiana,2008-03-01,1776,14
Oklahoma,2008-03-01,505,99
Arkansas,2008-03-01,299,5
New Mexico,2008-03-01,3,0
Texas,2008-02-01,4987,29
Oklahoma,2008-02-01,3280,864
Louisiana,2008-02-01,1064,0
Mississippi,2008-02-01,397,1
Colorado,2008-02-01,342,40
Arkansas,2008-02-01,289,1
New Mexico,2008-02-01,58,0
Texas,2008-01-01,11056,69
Oklahoma,2008-01-01,8507,2669
Arkansas,2008-01-01,3696,21
Mississippi,2008-01-01,1489,0
Louisiana,2008-01-01,1267,0
Wyoming,2008-01-01,1241,41
Colorado,2008-01-01,515,17
New Mexico,2008-01-01,509,11
Louisiana,2007-12-01,39172,1285
Texas,2007-12-01,4309,38
Oklahoma,2007-12-01,2426,752
Arkansas,2007-12-01,312,0
Colorado,2007-12-01,184,37
Mississippi,2007-12-01,38,0
Texas,2007-11-01,9140,51
Oklahoma,2007-11-01,6208,2219
Arkansas,2007-11-01,1226,4
Mississippi,2007-11-01,928,9
Louisiana,2007-11-01,831,1
New Mexico,2007-11-01,384,6
Wyoming,2007-11-01,165,10
Colorado,2007-11-01,117,22
Texas,2007-10-01,12065,32
Oklahoma,2007-10-01,3723,954
Mississippi,2007-10-01,854,3
Arkansas,2007-10-01,816,1
Louisiana,2007-10-01,483,0
New Mexico,2007-10-01,195,5
Colorado,2007-10-01,60,2
Texas,2007-09-01,15441,61
Oklahoma,2007-09-01,3867,1412
Mississippi,2007-09-01,2571,1
Arkansas,2007-09-01,1766,385
Louisiana,2007-09-01,949,0
New Mexico,2007-09-01,282,39
Colorado,2007-09-01,249,44
Wyoming,2007-09-01,164,26
Utah,2007-09-01,68,12
North Dakota,2007-09-01,28,11
Montana,2007-09-01,17,3
Texas,2007-08-01,26740,107
Mississippi,2007-08-01,7891,20
Oklahoma,2007-08-01,5002,1526
Louisiana,2007-08-01,2736,0
Arkansas,2007-08-01,1935,9
New Mexico,2007-08-01,501,7
Colorado,2007-08-01,190,41
Wyoming,2007-08-01,1,1
Texas,2007-07-01,42,0
Oklahoma,2007-07-01,2,0
Texas,1900-01-01,356043,3677
Oklahoma,1900-01-01,136530,29333
Louisiana,1900-01-01,61769,1209
Arkansas,1900-01-01,60302,648
Mississippi,1900-01-01,40873,207
Wyoming,1900-01-01,22815,3960
Colorado,1900-01-01,21002,3345
New Mexico,1900-01-01,17375,1130
Montana,1900-01-01,13118,2585
North Dakota,1900-01-01,9105,1359
Utah,1900-01-01,4255,668
South Dakota,1900-01-01,1151,607
