exportLogID,recordID,LeaseID,exportDate,sentToAudit,zipName,zipCopied,imageCopied,_CreatedDateTime,_CreatedBy,_ModifiedDateTime,_ModifiedBy,StatusOfLastAttempt,DateOfLastAttempt,CountOfLastAttempt,recordID,sourceFilePath,storageFilePath,originalFileName,fileType,fileExtension,gathererID,receivedDate,bookTypeID,countyID,stateID,volume,page,outsourceID,outsourcedDate,stapled,stapleInspectorNumber,stapleQcDate,statusID,keyerNumber,reassignedTo,keyedDate,modifiedDate,inspectorNumber,qcDate,manualAccept,manualReject,qaReserved,holding,keyerComments,supervisorComments,pendingDate,exported,exportDate,RecordDate,effectiveDate,instrumentTypeID,recordNumber,instrumentDate,fileDate,remarks,MultipleLeasesForTract,AreaAmount,AreaNotAvailable,LandDescriptionNotAvailable,DepthsCoveredType,DepthsCoveredFrom,DepthsCoveredTo,Extension,ExtensionLength,ExtensionType,ExtensionBonus,ExtensionBLM,ExtensionState,TermLength,TermType,TermAvailable,RoyaltyAmount,DelayRental,RentalAmount,RentalBonus,DRVolumePage,DRRecordNumber,needsRedaction,ExportedToWeb2,ExportedToWeb2Date,ExportedToWeb,ExportedToWebDate,FAQDate,FAQAnsweredDate,FAQAnsweredBy,PoorImage,NoPriorReference,MIP,HandWritten,_CreatedDateTime,_CreatedBy,_ModifiedDateTime,_ModifiedBy,causeNumber,qcBatchID,auditBatchID,IsWebDoc,SiteId,Url,recordIsLease,recordIsCourthouse,recordIsAssignment,prevQCBID,ParcelNumber,InstrumentTypeFull,TotalPages,Consideration,InstrumentTypeFullId,CountyID,LastProcessedDateLandLeaseProducer,ProcessingStarted
819355,a688f5be-8530-4647-b73d-089c185c8262,4696618,2020-06-12 03:06:45.000,0,CH_06.12.2020.03.16_leases,0,1,2020-06-12 03:37:47.987,dataentry,2020-06-12 03:37:47.987,dataentry,NULL,NULL,NULL,a688f5be-8530-4647-b73d-089c185c8262,\\aus2-cs-fss01.na.drillinginfo.com\gis_fss01\FTP\OutsourceData\12\Incoming\Stapling\COLUMBIA_UPDATES_20200608092756_0,\\aus2-cs-fss01.na.drillinginfo.com\CS_TitleImages\CountyScansTitleImages\gpdm_imagestore\Columbia_IMAGES\a688,a688f5be-8530-4647-b73d-089c185c8262.pdf,.pdf,.pdf,12,2020-06-08 10:20:40.137,17,639,43,NULL,NULL,25,2020-06-08 10:20:40.137,1,NULL,NULL,4,533,533,2020-06-11 12:54:17.530,2020-06-11 12:54:17.530,NULL,NULL,0,0,0,0,#LONG-(09/06)-HT48,NULL,NULL,0,NULL,2019-09-09 00:00:00.000,2019-07-01 00:00:00.000,MOGL,201906966,2019-07-01 00:00:00.000,2019-09-09 00:00:00.000,LEASE ALSO STATES IT WILL EXPIRE ON 05/31/2029.,0,834,0,-1,No Data,NULL,NULL,0,NULL,NULL,NULL,0,0,10,Years,1,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2020-06-09 14:21:11.820,2020-06-10 10:33:29.803,jenna.deterling,NULL,-1,NULL,NULL,2020-06-08 10:20:40.317,dataentry,2020-06-11 19:17:53.570,dataentry,NULL,337cc525-b2f1-4a69-ac59-f57b2ecbaeec,NULL,0,NULL,NULL,1,0,NULL,337cc525-b2f1-4a69-ac59-f57b2ecbaeec,NULL,MEMORANDUM OF LEASE,8,NULL,60618,639,2026-07-08 22:37:01.000,NULL
1350228,46e238a6-4e63-4f1e-95bf-916083355f24,NULL,2024-02-14 08:02:54.000,0,CH_02.14.2024.08.41_leases,0,0,2024-02-14 14:01:55.630,dataentry,2024-02-14 14:01:55.630,dataentry,NULL,NULL,NULL,46e238a6-4e63-4f1e-95bf-916083355f24,\\smb.dc2isilon.na.drillinginfo.com\lease_data_entry\data_sources\nondigital_data\updates\JEFFERSON_UPDATES_202401261657_0,\\aus2-cs-fss01.na.drillinginfo.com\CS_TitleImages\CountyScansTitleImages\gpdm_imagestore\Jefferson_IMAGES\46e2,46e238a6-4e63-4f1e-95bf-916083355f24.pdf,.pdf,.pdf,12,2024-01-26 13:14:04.807,NULL,644,43,NULL,NULL,24,2024-01-26 13:14:04.807,1,NULL,NULL,4,718,718,2024-02-05 13:39:09.037,2024-02-05 13:39:09.037,NULL,NULL,0,0,0,0,NULL,(MGMT) Please process as valid lease document and re-submit,NULL,0,NULL,2023-12-18 00:00:00.000,2022-02-11 00:00:00.000,MOGL,2023-004291,2022-02-11 00:00:00.000,2023-12-18 00:00:00.000,NULL,0,NULL,-1,-1,No Data,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,2024-01-26 13:14:04.827,cs_updates,2024-02-06 00:02:53.000,cs_updates,NULL,f58be0ba-8ef2-4f6a-8770-0fd7ca43e37f,NULL,0,NULL,NULL,1,0,NULL,f58be0ba-8ef2-4f6a-8770-0fd7ca43e37f,NULL,AGREEMENT,3,$100.00,12553,644,2026-07-08 22:38:39.000,NULL
