recordID,stateAbbreviation,countyName,cstitle_instrument,leaseId,div1_instrument,div1_category,div1_short_text,div1_lease_updated,div1_svg_updated,div1_reason
ab78f977-04dc-48df-aad7-cf296d95e0a8,TX,McMullen,MOGL,4238794,1,3,Tank,2018-02-01 00:34:26.410,2018-02-21 15:07:15.267,Div1 category <> 2 (not treated as a lease)
1c3f8812-913f-4af3-82d0-9ebeb9aa3de4,TX,McMullen,MOGL,4232753,1,4,Unknown,2018-01-29 03:51:39.870,2018-02-21 15:08:07.823,Div1 category <> 2 (not treated as a lease)
1c3f8812-913f-4af3-82d0-9ebeb9aa3de4,TX,McMullen,MOGL,4232753,1,5,Oil,2018-01-29 03:51:39.870,2018-02-21 15:08:07.823,Div1 category <> 2 (not treated as a lease)
1c3f8812-913f-4af3-82d0-9ebeb9aa3de4,TX,McMullen,MOGL,4232753,1,3,Tank,2018-01-29 03:51:39.870,2018-02-21 15:08:07.823,Div1 category <> 2 (not treated as a lease)
3bfc2172-d7df-43d8-8b45-efb24d689a6c,TX,McMullen,OGL,4547893,0,6,unknown,2019-04-03 02:26:31.807,NULL,Div1 category <> 2 (not treated as a lease)
3bfc2172-d7df-43d8-8b45-efb24d689a6c,TX,McMullen,OGL,4547893,0,10,Not Selected,2019-04-03 02:26:31.807,NULL,Div1 category <> 2 (not treated as a lease)
1218f1e7-4a3e-4b5b-aa88-7dbebdb2dab2,TX,McMullen,OGL,4547894,0,6,unknown,2019-04-03 02:26:31.837,NULL,Div1 category <> 2 (not treated as a lease)
1218f1e7-4a3e-4b5b-aa88-7dbebdb2dab2,TX,McMullen,OGL,4547894,0,10,Not Selected,2019-04-03 02:26:31.837,NULL,Div1 category <> 2 (not treated as a lease)
1b8d765f-0d20-4a58-9ada-48b8f80fd1df,TX,McMullen,OGL,4547896,0,6,unknown,2019-04-03 02:26:31.867,NULL,Div1 category <> 2 (not treated as a lease)
1b8d765f-0d20-4a58-9ada-48b8f80fd1df,TX,McMullen,OGL,4547896,0,10,Not Selected,2019-04-03 02:26:31.867,NULL,Div1 category <> 2 (not treated as a lease)
1c3f8812-913f-4af3-82d0-9ebeb9aa3de4,TX,McMullen,MOGL,4232753,1,10,Prod 88: (Rev. 1-68) w/ 640 Pooling,2018-01-29 03:51:39.870,2018-02-21 15:08:07.823,Div1 category <> 2 (not treated as a lease)
1c3f8812-913f-4af3-82d0-9ebeb9aa3de4,TX,McMullen,MOGL,4232753,1,6,pipeline,2018-01-29 03:51:39.870,2018-02-21 15:08:07.823,Div1 category <> 2 (not treated as a lease)
1c3f8812-913f-4af3-82d0-9ebeb9aa3de4,TX,McMullen,MOGL,4232753,1,7,Spud,2018-01-29 03:51:39.870,2018-02-21 15:08:07.823,Div1 category <> 2 (not treated as a lease)
1c3f8812-913f-4af3-82d0-9ebeb9aa3de4,TX,McMullen,MOGL,4232753,1,9,Consultant,2018-01-29 03:51:39.870,2018-02-21 15:08:07.823,Div1 category <> 2 (not treated as a lease)
1c3f8812-913f-4af3-82d0-9ebeb9aa3de4,TX,McMullen,MOGL,4232753,1,8,Clerical,2018-01-29 03:51:39.870,2018-02-21 15:08:07.823,Div1 category <> 2 (not treated as a lease)
064e5d99-8bfe-4157-a1c5-3724c2370b85,TX,McMullen,OGL,4547897,0,6,unknown,2019-04-03 02:26:31.897,NULL,Div1 category <> 2 (not treated as a lease)
064e5d99-8bfe-4157-a1c5-3724c2370b85,TX,McMullen,OGL,4547897,0,10,Not Selected,2019-04-03 02:26:31.897,NULL,Div1 category <> 2 (not treated as a lease)
8a80e1d7-3533-422a-93ed-2dd315ff074d,TX,McMullen,MOGL,4201285,1,4,Unknown,2017-11-13 22:01:09.503,2017-11-22 03:39:56.607,Div1 category <> 2 (not treated as a lease)
8a80e1d7-3533-422a-93ed-2dd315ff074d,TX,McMullen,MOGL,4201285,1,5,Oil,2017-11-13 22:01:09.503,2017-11-22 03:39:56.607,Div1 category <> 2 (not treated as a lease)
8a80e1d7-3533-422a-93ed-2dd315ff074d,TX,McMullen,MOGL,4201285,1,3,Tank,2017-11-13 22:01:09.503,2017-11-22 03:39:56.607,Div1 category <> 2 (not treated as a lease)
7d321a52-931a-4040-9ace-f084d06babf4,TX,McMullen,OGL,4547892,0,6,unknown,2019-04-03 02:26:31.790,NULL,Div1 category <> 2 (not treated as a lease)
7d321a52-931a-4040-9ace-f084d06babf4,TX,McMullen,OGL,4547892,0,10,Not Selected,2019-04-03 02:26:31.790,NULL,Div1 category <> 2 (not treated as a lease)
8a80e1d7-3533-422a-93ed-2dd315ff074d,TX,McMullen,MOGL,4201285,1,10,Prod 88: (Rev. 1-68) w/ 640 Pooling,2017-11-13 22:01:09.503,2017-11-22 03:39:56.607,Div1 category <> 2 (not treated as a lease)
8a80e1d7-3533-422a-93ed-2dd315ff074d,TX,McMullen,MOGL,4201285,1,6,pipeline,2017-11-13 22:01:09.503,2017-11-22 03:39:56.607,Div1 category <> 2 (not treated as a lease)
8a80e1d7-3533-422a-93ed-2dd315ff074d,TX,McMullen,MOGL,4201285,1,7,Spud,2017-11-13 22:01:09.503,2017-11-22 03:39:56.607,Div1 category <> 2 (not treated as a lease)
8a80e1d7-3533-422a-93ed-2dd315ff074d,TX,McMullen,MOGL,4201285,1,9,Consultant,2017-11-13 22:01:09.503,2017-11-22 03:39:56.607,Div1 category <> 2 (not treated as a lease)
8a80e1d7-3533-422a-93ed-2dd315ff074d,TX,McMullen,MOGL,4201285,1,8,Clerical,2017-11-13 22:01:09.503,2017-11-22 03:39:56.607,Div1 category <> 2 (not treated as a lease)
79c04b09-5604-4245-956d-e2f8917a3709,TX,McMullen,MOGL,4235962,1,10,Prod 88: (Rev. 1-68) w/ 640 Pooling,2018-01-30 23:28:23.213,2018-02-21 15:09:08.037,Div1 category <> 2 (not treated as a lease)
79c04b09-5604-4245-956d-e2f8917a3709,TX,McMullen,MOGL,4235962,1,6,pipeline,2018-01-30 23:28:23.213,2018-02-21 15:09:08.037,Div1 category <> 2 (not treated as a lease)
79c04b09-5604-4245-956d-e2f8917a3709,TX,McMullen,MOGL,4235962,1,7,Spud,2018-01-30 23:28:23.213,2018-02-21 15:09:08.037,Div1 category <> 2 (not treated as a lease)
79c04b09-5604-4245-956d-e2f8917a3709,TX,McMullen,MOGL,4235962,1,9,Consultant,2018-01-30 23:28:23.213,2018-02-21 15:09:08.037,Div1 category <> 2 (not treated as a lease)
79c04b09-5604-4245-956d-e2f8917a3709,TX,McMullen,MOGL,4235962,1,8,Clerical,2018-01-30 23:28:23.213,2018-02-21 15:09:08.037,Div1 category <> 2 (not treated as a lease)
79c04b09-5604-4245-956d-e2f8917a3709,TX,McMullen,MOGL,4235962,1,4,Unknown,2018-01-30 23:28:23.213,2018-02-21 15:09:08.037,Div1 category <> 2 (not treated as a lease)
79c04b09-5604-4245-956d-e2f8917a3709,TX,McMullen,MOGL,4235962,1,5,Oil,2018-01-30 23:28:23.213,2018-02-21 15:09:08.037,Div1 category <> 2 (not treated as a lease)
79c04b09-5604-4245-956d-e2f8917a3709,TX,McMullen,MOGL,4235962,1,3,Tank,2018-01-30 23:28:23.213,2018-02-21 15:09:08.037,Div1 category <> 2 (not treated as a lease)
80db494e-e73b-4c6c-81ba-741a9d890685,TX,McMullen,OGL,4547895,0,6,unknown,2019-04-03 02:26:31.850,NULL,Div1 category <> 2 (not treated as a lease)
80db494e-e73b-4c6c-81ba-741a9d890685,TX,McMullen,OGL,4547895,0,10,Not Selected,2019-04-03 02:26:31.850,NULL,Div1 category <> 2 (not treated as a lease)
52e835bb-a7c3-4e57-8aac-5e90a7afda7a,TX,McMullen,MOGL,4233081,1,4,Unknown,2018-01-29 22:00:46.010,2018-02-21 15:07:40.533,Div1 category <> 2 (not treated as a lease)
52e835bb-a7c3-4e57-8aac-5e90a7afda7a,TX,McMullen,MOGL,4233081,1,5,Oil,2018-01-29 22:00:46.010,2018-02-21 15:07:40.533,Div1 category <> 2 (not treated as a lease)
52e835bb-a7c3-4e57-8aac-5e90a7afda7a,TX,McMullen,MOGL,4233081,1,3,Tank,2018-01-29 22:00:46.010,2018-02-21 15:07:40.533,Div1 category <> 2 (not treated as a lease)
66d99bf5-949e-4f25-9655-cb41beb55092,TX,McMullen,OGL,4233079,0,6,unknown,2018-01-29 22:00:45.667,2018-02-21 15:09:00.017,Div1 category <> 2 (not treated as a lease)
66d99bf5-949e-4f25-9655-cb41beb55092,TX,McMullen,OGL,4233079,0,10,Not Selected,2018-01-29 22:00:45.667,2018-02-21 15:09:00.017,Div1 category <> 2 (not treated as a lease)
672e6a07-8e81-4952-9b81-c875f3df2afd,TX,McMullen,MOGL,4233080,1,10,Prod 88: (Rev. 1-68) w/ 640 Pooling,2018-07-23 05:51:04.663,2018-04-12 03:36:16.167,Div1 category <> 2 (not treated as a lease)
672e6a07-8e81-4952-9b81-c875f3df2afd,TX,McMullen,MOGL,4233080,1,6,pipeline,2018-07-23 05:51:04.663,2018-04-12 03:36:16.167,Div1 category <> 2 (not treated as a lease)
672e6a07-8e81-4952-9b81-c875f3df2afd,TX,McMullen,MOGL,4233080,1,7,Spud,2018-07-23 05:51:04.663,2018-04-12 03:36:16.167,Div1 category <> 2 (not treated as a lease)
672e6a07-8e81-4952-9b81-c875f3df2afd,TX,McMullen,MOGL,4233080,1,9,Consultant,2018-07-23 05:51:04.663,2018-04-12 03:36:16.167,Div1 category <> 2 (not treated as a lease)
672e6a07-8e81-4952-9b81-c875f3df2afd,TX,McMullen,MOGL,4233080,1,8,Clerical,2018-07-23 05:51:04.663,2018-04-12 03:36:16.167,Div1 category <> 2 (not treated as a lease)
52e835bb-a7c3-4e57-8aac-5e90a7afda7a,TX,McMullen,MOGL,4233081,1,10,Prod 88: (Rev. 1-68) w/ 640 Pooling,2018-01-29 22:00:46.010,2018-02-21 15:07:40.533,Div1 category <> 2 (not treated as a lease)
52e835bb-a7c3-4e57-8aac-5e90a7afda7a,TX,McMullen,MOGL,4233081,1,6,pipeline,2018-01-29 22:00:46.010,2018-02-21 15:07:40.533,Div1 category <> 2 (not treated as a lease)
52e835bb-a7c3-4e57-8aac-5e90a7afda7a,TX,McMullen,MOGL,4233081,1,7,Spud,2018-01-29 22:00:46.010,2018-02-21 15:07:40.533,Div1 category <> 2 (not treated as a lease)
52e835bb-a7c3-4e57-8aac-5e90a7afda7a,TX,McMullen,MOGL,4233081,1,9,Consultant,2018-01-29 22:00:46.010,2018-02-21 15:07:40.533,Div1 category <> 2 (not treated as a lease)
52e835bb-a7c3-4e57-8aac-5e90a7afda7a,TX,McMullen,MOGL,4233081,1,8,Clerical,2018-01-29 22:00:46.010,2018-02-21 15:07:40.533,Div1 category <> 2 (not treated as a lease)
672e6a07-8e81-4952-9b81-c875f3df2afd,TX,McMullen,MOGL,4233080,1,4,Unknown,2018-07-23 05:51:04.663,2018-04-12 03:36:16.167,Div1 category <> 2 (not treated as a lease)
672e6a07-8e81-4952-9b81-c875f3df2afd,TX,McMullen,MOGL,4233080,1,5,Oil,2018-07-23 05:51:04.663,2018-04-12 03:36:16.167,Div1 category <> 2 (not treated as a lease)
