RecordID,CountyID,LandDescriptionID,BriefLegal,Subdivision,Lot,Block,AbstractName,AcreageByTract,QuarterCalls,Remarks
74aef943-d06b-4cae-928d-0dc23d11a91a,221,0c1153cc-3932-4e8d-b71f-0c3130d2306d,MEADOWBROOK ADDITION 2 8,MEADOWBROOK ADDITION,8,2,NULL,NULL,NULL,NULL
42916fa9-5e01-41a2-bd58-39023a9fc88a,221,0b751556-a3f5-40cb-ba5b-165db52d70de,A-101 HARRIS W 405 46.4940 acres,NULL,NULL,NULL,101,46.4940,NULL,NULL
d86119e9-5106-4efd-b284-6823ed65e22c,221,0b75ce33-aeff-4fb8-948f-6c05bac414cf,OAKWOOD ADDITION SECTION 2 18 331,OAKWOOD ADDITION SECTION 2,331,18,NULL,NULL,NULL,NULL
8f0559c5-b011-4160-82c3-3bd82342cfba,221,0b7b9b69-d119-48e1-be9b-dcac0fa0557d,CORLEY G M 80 90.4500 acres,NULL,NULL,NULL,NULL,90.4500,NULL,NULL
9811398e-a2d4-4ffe-a445-4193963636e3,221,0b7d9ed1-ea3d-4a6c-a802-440f2496183c,GRIMES COUNTY SCHOOL LAND 147,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00dc2ca5-5097-45e8-84a6-ef39a1e67552,221,0b7f001d-dc47-4a9a-aec1-a8f8a64c20c9,ELMWOOD WEST ADDITION SECTION 7 13 22,ELMWOOD WEST ADDITION SECTION 7,22,13,NULL,NULL,NULL,NULL
cf77a308-08dc-49d3-a24e-1ae7d54b03fd,221,0b8a5c80-fccf-4701-9ad0-2459968fcdbd,LT1-4 BK 41 OT TRENT,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c896d414-608f-4adf-9830-efc09cf48eed,221,0b939e17-d7dc-40c4-926d-fe94b30368c6,A-294 SOUTHERN PACIFIC RAILROAD COMPANY 41 1 1.5800 acres,NULL,NULL,NULL,294,1.5800,NULL,NULL
e30d10f3-44b2-4d88-986d-8ace169c602b,221,0b96daca-9c6d-4949-8379-9091e0be8c27,ALAMEDA ADDITION SECTION 1 B 12,ALAMEDA ADDITION SECTION 1,12,B,NULL,NULL,NULL,NULL
18eb08bc-c33e-4d39-acca-4baee4c2f02f,221,0b985693-a8a9-4f6e-9deb-20d9b5517145,0.070AC BK 1 CENTRAL PARK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16e216dc-c1fd-4c6d-b935-fef60512eb54,221,0b9d4b1e-6c33-49c4-8a7d-691b4d249997,370.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5fc57654-2d21-409a-ad8f-4f34c94c8aa1,221,0b9db50b-28bc-467a-867a-9030c0375119,2471.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bd3b44ca-6851-4c24-8bf5-5d190728d81d,221,0ba35e80-ee2f-48e9-8722-443c52d99d3e,HARVEST ADDITION SECTION 1 A 48,HARVEST ADDITION SECTION 1,48,A,NULL,NULL,NULL,NULL
a7694009-6e70-4d01-b0a0-8abb099581b0,221,0ba85af6-85a4-47f1-92b7-d6aa62e94fc1,OAKRIDGE CHURCH OF CHRIST ADDITION A 1 5.1690 acres,OAKRIDGE CHURCH OF CHRIST ADDITION,1,A,NULL,5.1690,NULL,NULL
e0fd1c0d-b213-4ae2-9014-ab9ed6bf15c1,221,0bb75e89-cf30-4168-ae5e-af3d52bd7265,TRENT ORIGINAL TOWN OF 25 18,TRENT ORIGINAL TOWN OF,18,25,NULL,NULL,NULL,NULL
962cdc55-d8d9-45f2-ab80-102316af60ce,221,0bbc01fb-9913-4356-8e52-3b80e1d6ff73,A-989 TEXAS AND PACIFIC RAILWAY COMPANY 26 18 220.0000 acres,NULL,NULL,NULL,989,220.0000,NULL,NULL
768906f2-54cf-4a12-9ba1-aea37cfa086f,221,0bc15319-24a7-485a-bff1-0546cf0fda8e,HALE ADDITION 1 5,HALE ADDITION,5,1,NULL,NULL,NULL,NULL
001684f1-6164-4189-863c-778cab65e445,221,0bca72bb-fd59-484b-8dcc-a8ce8fe4dc3f,J D LANE SUBDIVISION 19 9,J D LANE SUBDIVISION,9,19,NULL,NULL,NULL,NULL
3054eafe-3ba2-425c-9ec2-4c0c3a927a50,221,0bceefcc-b084-47d7-803d-f3a1c4e424a1,A-776 KELLEY C A 14 NW 49.3160 acres,NULL,NULL,NULL,776,49.3160,NW,NULL
8915ac22-54bc-414a-a361-38a4b02d7277,221,0bd02f79-cb4d-4cd6-aede-fbc67ae6b680,55.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0cba65a8-2024-468a-8661-d92bfca61b0d,221,0bd464a1-b309-411f-8ebb-cd4155db310c,ROYAL CREST SECTION 2 6 6,ROYAL CREST SECTION 2,6,6,NULL,NULL,NULL,NULL
b1d41bfc-9683-4f12-acf8-2d5f620af032,221,0be02ca3-510c-408a-af98-dbf6f9a7e83c,HIGHLANDS ADDITION 12 11,HIGHLANDS ADDITION,11,12,NULL,NULL,NULL,NULL
aa0ff2bd-c08f-4510-9fb5-ab861e884876,221,0be1bb96-9ec1-456b-b54f-687c4bafb13b,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a85a93f4-dd64-42b3-bf87-017fc795aae7,221,0be2ead1-2f66-4293-883a-6bb78a0949cd,WOODLAKE ADDITION SECTION 3 5,WOODLAKE ADDITION SECTION 3,5,NULL,NULL,NULL,NULL,NULL
fad81485-5d3c-478d-a1aa-3193589879b8,221,0be342c8-0e3c-4522-8e3e-944136506b6b,254.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7a2efa24-104a-4df2-afa2-a4cc4c3cc546,221,0be76a26-6cd6-49e2-abb8-e06591787179,COLLEGE ADDITION 17 2,COLLEGE ADDITION,2,17,NULL,NULL,NULL,NULL
79d65e3b-d9b1-48c8-8b90-84a1dbd148b3,221,0beb9887-c0ba-49de-8df9-2a7cb6d26764,A-1011 HUMPHREY T M 10,NULL,NULL,NULL,1011,NULL,NULL,NULL
d719acbd-2d75-4f74-937c-e91d657e431a,221,0b6473ef-02ce-4489-ac6b-1b35b1bd6f57,A-1446 BAL 11 1.2200 acres,NULL,NULL,NULL,1446,1.2200,NULL,NULL
87166416-9267-49d0-bcb8-0c3bc0be1b20,221,0b6a24ce-bd28-4407-a67c-3b5c259b572e,635.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b123a934-3ca0-4c57-b424-9107db485465,221,0b6dac2c-3292-4759-b5e5-b8d84d18e349,RICHLAND ACRES ADDITION Y 10,RICHLAND ACRES ADDITION,10,Y,NULL,NULL,NULL,NULL
d0b8b56d-0d90-4050-a1eb-c40d9b84dd33,221,0b883308-6968-42d2-9a62-da47efc8e9c3,168.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0d99c3d7-c754-434b-8c23-3a05b9910e8b,221,0b900502-47fb-4fe8-8b39-e0ceeea0d698,PT SEC 36 BK 19 T&P RR,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3d3a313d-93ae-47ce-a60a-a25631c0e221,221,0b91bf59-3d20-4196-9ef4-3177889139ca,BERTHA ENSMINGER SUBDIVISION 2 11,BERTHA ENSMINGER SUBDIVISION,11,2,NULL,NULL,NULL,NULL
f21dba5f-781b-4f87-b02b-031714d84c81,221,0b941d7b-ff1b-4431-8615-ed96b1ecf01b,95.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
282cd4ad-56be-4f2f-8894-6cf4a4eeae3b,221,0b979f96-66c5-4bca-99da-b933168fc76d,PT L BOWERMAN SUR 83,NULL,NULL,NULL,NULL,NULL,NULL,NULL
aa8ead67-cd8b-4d55-b44a-572a9332bb9a,221,0b99267a-30dd-42f7-b0ac-cbb40b756f1d,575.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d54465b2-a10c-4b77-8a86-3d840995c06f,221,0b9a7488-cc8b-44f0-a11e-2257d9f71409,LT9 KIRKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f09d1b16-4a19-4ede-8ac1-84361dd1c2d1,221,0ba1b151-9c2c-43aa-8022-926f296ec273,LT2 BK 11 RIVERSIDE DRIVE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
212b8022-1b63-44eb-9088-1c1d0f85a1bd,221,0ba557df-d36b-4b1f-a242-e9dd902c36b8,A-317 THOMPSON A,NULL,NULL,NULL,317,NULL,NULL,NULL
01107d66-eecf-431a-89ae-ef9fe1a849e9,221,0babe63d-fa92-48e5-a6bf-b29a9b97c1e8,BAKER HEIGHTS ADDITION SECTION 1 6 33,BAKER HEIGHTS ADDITION SECTION 1,33,6,NULL,NULL,NULL,NULL
212b8022-1b63-44eb-9088-1c1d0f85a1bd,221,0bb4f945-f909-48c8-ac99-dba9efc6e544,MEADOWS ADDITION SECTION 5 E 45,MEADOWS ADDITION SECTION 5,45,E,NULL,NULL,NULL,NULL
8476eafc-0250-46b7-9c8c-7a030faa9118,221,0bb895eb-cd8d-43bb-bde4-f2d70a52b6fe,BAL 63 0.8960 acres,NULL,NULL,NULL,NULL,0.8960,NULL,NULL
4ec99d81-9d81-4500-8b6a-854c25814f4b,221,0bbbd579-2e07-4da2-b264-308ab784513d,AUSTIN B 91,NULL,NULL,NULL,NULL,NULL,NULL,NULL
edc48fdc-992d-42fc-bb87-d91bccf83b65,221,0bbc8e51-154c-45e3-9611-7c268e46c076,LT104 BK 3 EDGEMONT,NULL,NULL,NULL,NULL,NULL,NULL,NULL
333b4047-e60d-4ff3-a310-5c8aa50c45a6,221,0bc33ed1-6252-4d89-ae2d-e9cf83bf96ba,LUNATIC ASYLUM LANDS 43 57.8800 acres,NULL,NULL,NULL,NULL,57.8800,NULL,NULL
42f32ad2-6a1b-488d-88a6-34791a4d8b48,221,0bdfe3ec-2226-41f7-9373-70c96f7d723d,HALLTOWN ORIGINAL TOWN OF 14 12 0.3270 acres,HALLTOWN ORIGINAL TOWN OF,12,14,NULL,0.3270,NULL,NULL
aaaa2a85-ff7c-4b3f-91fe-13b27d48e668,221,0be98957-af39-4299-add5-8f0640eb2667,SOUTHERN MEADOWS SECTION 6 I 8,SOUTHERN MEADOWS SECTION 6,8,I,NULL,NULL,NULL,NULL
56ab1c13-743e-4a69-9944-7067a5de5b7a,221,0beb6861-a97e-4ea0-a726-9a3c02cea594,TUSCANY RIDGE ADDITION SECTION 3 B 12,TUSCANY RIDGE ADDITION SECTION 3,12,B,NULL,NULL,NULL,NULL
e83e4dd6-b857-4de1-a3be-0fdc7a8879af,221,0beb9e9d-d6ea-4ceb-bf2f-02d57183b93e,MEADOWBROOK ADDITION 3 21,MEADOWBROOK ADDITION,21,3,NULL,NULL,NULL,NULL
aafde05f-105f-4e67-995c-b0d24ba4454e,221,0bf03b10-1479-4f8f-b381-67e9a5adfdcb,LAL 29 SE 13.0000 acres,NULL,NULL,NULL,NULL,13.0000,SE,NULL
aa148382-e7ba-4041-9cea-e21151d5fb4f,221,0bf55b23-2c3d-4396-bbb7-442c7675ecab,SAYLES SUBDIVISION 2 1,SAYLES SUBDIVISION,1,2,NULL,NULL,NULL,NULL
a170c295-11ad-4302-986f-c8c5b4418dc3,221,0bf7d43f-002d-40aa-bb05-e39caccabecf,NO SUBD IDENTIFIED 6 44.7700 acres,NO SUBD IDENTIFIED,6,NULL,NULL,44.7700,NULL,NULL
20d799ab-3399-447c-8084-41810202f1da,221,0bf98613-19ba-4825-aa82-98e2560a530a,LAKES AT SADDLE CREEK SUBDIVISION FINAL PLAT B 5,LAKES AT SADDLE CREEK SUBDIVISION FINAL PLAT,5,B,NULL,NULL,NULL,NULL
faee6807-74ee-45fe-b1b3-405461ae7c89,221,0c38cb1c-b743-405e-9f46-1cf0ceb41a95,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0885e6f5-8f9b-4ba1-b503-93a8a5ed62ae,221,0c38fbe0-0d4f-428b-8957-6dafb046201e,NO SUBD IDENTIFIED 17,NO SUBD IDENTIFIED,17,NULL,NULL,NULL,NULL,NULL
aa303a11-138e-4c5b-9cd3-f40d1961911b,221,0c3b3ad0-0d5d-4b5a-8042-56a52e22080d,CORONADO EAST SUBDIVISION A 31,CORONADO EAST SUBDIVISION,31,A,NULL,NULL,NULL,NULL
e72def9d-dbe4-4d77-93da-4a2bed6e0a4b,221,0c50107a-d588-4d2e-ac66-5c2e53be10b0,A-777 KELLEY J A 14 SW 49.3160 acres,NULL,NULL,NULL,777,49.3160,SW,NULL
bc07b4d7-ad07-494f-9495-c3e7e0cf06a3,221,0c56237b-84f6-4d3e-92c9-686510dac47f,PARRAMORE SUBDIVISION E 0.2500 acres,PARRAMORE SUBDIVISION,NULL,E,NULL,0.2500,NULL,NULL
304c4e8f-03c4-4b6c-8109-b6abed4044bb,221,0c5acb7b-c140-44fc-af94-c72db268e782,A-661 CORLEY D B 6 199.9720 acres,NULL,NULL,NULL,661,199.9720,NULL,NULL
2d9b7d58-00af-4367-8ce3-7fe739fb38e7,221,0c68bcf5-aa8e-4594-910a-ead64ccd3725,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57465e01-c563-4f8f-bf27-fae54ca47c5e,221,0c6bf555-0a10-4328-ba74-85e4ee387b81,HUNTERS LANDING SUBDIVISION SECTION 5 CORRECTED PLAT I 3 16.9400 acres,HUNTERS LANDING SUBDIVISION SECTION 5 CORRECTED PLAT,3,I,NULL,16.9400,NULL,NULL
aba7e5ee-ee4b-40a5-a75e-9defbf48f71c,221,0c72ccab-a789-4ddd-b7c7-55ef24441bab,"WESTERN HILLS ADDITION 2, 3, 4, 7 & E/2 OF BK 6 S25' LT7",WESTERN HILLS ADDITION,S25' LT7,"2, 3, 4, 7 & E/2 OF BK 6",NULL,NULL,NULL,NULL
1463ba55-5df1-4a7c-9fe8-c52ce215cd8a,221,0c7fed8d-a591-4392-a6b5-b6b78f295440,439.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bee11e59-9bd8-4e15-a204-4e107c0a3bc3,221,0c81e198-39f3-4e53-a787-bc719029c89e,72.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2fdb8721-d62e-4822-a4ca-729c623653c3,221,0c869e2e-8e05-472e-aa64-8df5833126aa,557.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30b3f051-6d0e-4ed0-80b0-ea19c1647876,221,0c8d75dd-ff2e-43e4-8621-2c3a33bc41d0,CAREY PLACE 4 5 S2,CAREY PLACE,5,4,NULL,NULL,S2,NULL
cb292067-fe5d-42da-872f-0645183cca03,221,0c96b1ab-0372-488f-a25d-ccc999974487,137.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9149f0e7-5119-47d9-b2a7-574f1d6cb9b3,221,0c97005f-d3a0-468a-afa5-856c89e65bc1,SOUTH LYTLE ESTATES SECTION 1 1 216,SOUTH LYTLE ESTATES SECTION 1,216,1,NULL,NULL,NULL,NULL
044e375c-b59a-4dad-9706-2617f71d66df,221,0c9a66f7-630f-490b-a7d6-bab6ba822084,COUNTRYSIDE ESTATES SECTION 1 1 1,COUNTRYSIDE ESTATES SECTION 1,1,1,NULL,NULL,NULL,NULL
2d5b65e8-f42b-4901-afe0-6c2cf0c7d625,221,0c9c5c8a-b8a9-435d-87a6-476268c6d731,LT105 A REP PT LT4&5 BK D SAYLES & HUGHES,NULL,NULL,NULL,NULL,NULL,NULL,NULL
e796df1c-4d06-4cb5-a750-510cd3dd8f61,221,0c9ceafa-a5f7-4d89-85c9-55ab14dae6a0,85.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b9db87d1-30d9-4e95-9b37-a33d242e471b,221,0c9d3b0c-7321-4a03-9617-b0730e632d2d,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7328c87f-06f0-4b7c-81a6-fc6baa49c53f,221,0ca13030-501f-4dbf-8f1a-e5de8efe032b,CEDAR HILLS LAKE SUBDIVISION A 10 106.9900 acres,CEDAR HILLS LAKE SUBDIVISION,10,A,NULL,106.9900,NULL,NULL
4e00f52c-a03d-4bf6-99ce-b0a08114097c,221,0ca6a2d9-6ed5-4668-b7fe-f5e7c9c3694f,116.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8cbb43af-c4e3-4871-be8f-a29584573f8a,221,0ca90cbb-15f7-42b4-9891-bb9fe28fb9d6,SUNSET PARK ADDITION B 11,SUNSET PARK ADDITION,11,B,NULL,NULL,NULL,NULL
76847617-e656-4b53-bbe7-123cf77a1bc2,221,0ca9f507-f1d0-4b65-a75d-767e881aad34,TEXAS AND PACIFIC RAILWAY COMPANY 30 16 33.13 acres,NULL,NULL,NULL,NULL,33.13,NULL,NULL
276ba789-05c0-43fb-a6dd-4d479a171be0,221,0cab165e-8b4c-4ad0-ad46-dbe90d97d1ab,VOL 683 PAGE 523,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45b999a6-216e-4718-b082-1b000c5658e1,221,0cabc937-7acc-4a2c-8060-9871ffd4d90c,85.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a8986d21-0284-4171-984e-a1f99b0f645f,221,0cac37e8-5956-4749-93da-be1ff0accb6b,INTERNATIONAL AND GREAT NORTHERN RAILROAD COMPANY 52.7100 acres,NULL,NULL,NULL,NULL,52.7100,NULL,NULL
630360fa-be16-4ae3-a4ad-c01204708a6b,221,0c3ae835-b6ea-46be-9781-4acdb336e807,AUSTIN B 91,NULL,NULL,NULL,NULL,NULL,NULL,NULL
e0fc8aa2-2b7b-4e93-836c-cfac22439eba,221,0c3d0e67-0fd2-44fa-8a51-4dafaca9dc60,102.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
593fbf31-5c7d-461f-8601-104b3e073005,221,0c3d1641-a7c3-4941-94b6-277952065a2e,NATHAN MORRIS REPLAT M 34,NATHAN MORRIS REPLAT,34,M,NULL,NULL,NULL,NULL
c253dc12-d407-419c-a86a-8d16685e6370,221,0c3ec5d7-baa3-4429-b2fb-5a12d1014be4,50.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8be32841-74fa-4364-8c4e-d1dba2e5c917,221,0c414eba-a3ad-4a90-883b-5cae44424ce3,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3cec2a37-0a31-4b2c-8794-07b895187485,221,0c4200ed-512a-4494-8d1c-5dfa453fc455,COUNTRYSIDE NORTH ADDITION CONTINUATION 1 F 8,COUNTRYSIDE NORTH ADDITION CONTINUATION 1,8,F,NULL,NULL,NULL,NULL
5dc4d447-ddba-4a71-b2c2-72e8f7f5507c,221,0c426e70-41f1-4e9b-8568-9946e9f45d9e,SOUTHERN PACIFIC RAILWAY COMPANY 10 SW 1.1720 acres,NULL,NULL,NULL,NULL,1.1720,SW,NULL
8e8e29f6-99b7-41f0-ad44-224823ef700b,221,0c5070f1-c3ee-49a5-9936-22d997c55d5f,HERITAGE PARKS SECTION 5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03849683-20fa-4aad-a275-cf25779f3523,221,0c58f07c-8536-453a-8a2b-6bd3f4e0aa15,SUR  20    THOMPSON A,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37284df6-8096-4079-ad32-164787eec0c2,221,0c5f6cac-b831-49d5-8015-bd6ab8d29b1f,HIGHLANDS ADDITION CONTINUATION OF A 21,HIGHLANDS ADDITION CONTINUATION OF,21,A,NULL,NULL,NULL,NULL
07f4def5-855c-4532-9406-9efd3cab6325,221,0c6bc911-4d9d-4c62-ada4-d94199428479,TEXAS AND PACIFIC RAILWAY COMPANY 27 16 368.7700 acres,NULL,NULL,NULL,NULL,368.7700,NULL,NULL
1265a304-a389-44af-8095-0954d82c59af,221,0c6bdea8-d46a-4c31-bad0-3ad83f59ccf1,FORREST MEADOWS ADDITION SECTION 1 B 28 A-1366 GARNER T C 27.3120 acres,FORREST MEADOWS ADDITION SECTION 1,28,B,1366,27.3120,NULL,NULL
4ce5e889-55af-4eae-8ad0-d4b6ed54dcb5,221,0c6fbccd-258e-4eef-b017-f6658388486b,TYE CITY OF 2 20,TYE CITY OF,20,2,NULL,NULL,NULL,NULL
6bcf9fa1-30eb-4a99-9f09-ac3486fe66b3,221,0c79ba67-8d27-4a18-bc89-08226e7720c0,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1fd06cdd-6cfc-4c2e-b468-6f9a580cf275,221,0c82d18a-684f-4653-8e0d-bb59db866b7a,DANIEL GILDMACHERS SUBDIVISION 3 3,DANIEL GILDMACHERS SUBDIVISION,3,3,NULL,NULL,NULL,NULL
53e4b61f-74c6-4107-af86-3b676ff42724,221,0c8355fb-a399-46d8-b6a7-694bfde21a90,CIMARRON MEADOWS ADDITION SECTION 1 A 13,CIMARRON MEADOWS ADDITION SECTION 1,13,A,NULL,NULL,NULL,NULL
d6bb729a-9686-41e1-9af4-a57e36be1fc2,221,0ca03f6d-8135-447b-a495-f87656f33808,120.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
e9f98dc4-8efa-4086-840d-4e89dc611148,221,0ca4f728-5490-41b2-a8a8-f90be17602d6,OT ABILENE 8 10,OT ABILENE,10,8,NULL,NULL,NULL,NULL
504420db-cf5c-4bbf-b723-bf73b9385494,221,0ca7bea9-8bf2-4843-9883-a847b1e03c0f,BEATY SEALE AND FORWOOD 1 8.2510 acres,NULL,NULL,NULL,NULL,8.2510,NULL,NULL
87df0e2f-64b0-45f2-b13a-a2b9c2f1dfac,221,0ca98e43-f87a-4c33-a0fa-c5d6cc1c82db,CIMARRON MEADOWS ADDITION SECTION 1 D 5 21.7070 acres,CIMARRON MEADOWS ADDITION SECTION 1,5,D,NULL,21.7070,NULL,NULL
6575866c-8e67-41cb-ae01-b3712c2f11b1,221,0caa6b33-a1d5-48ec-b9ae-133dcb0a9514,OAKWOOD ADDITION 2 10,OAKWOOD ADDITION,10,2,NULL,NULL,NULL,NULL
a0fd56bb-1424-453e-a91e-6765cbef9ddf,221,0cacfab0-f0dd-4018-8779-3ada1f1db109,BUFFALO GAP ORIGINAL TOWN OF 13 46,BUFFALO GAP ORIGINAL TOWN OF,46,13,NULL,NULL,NULL,NULL
3b527be6-bf18-48ba-9b3a-90757ebabe79,221,0cb19454-02bf-4663-8419-d30c3ae4f768,LT104 BK 1 TUTT,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ebdbcbc6-0153-42cc-b5df-6b8d108ea623,221,0cb55843-3c83-423c-a7ae-ce4368dc8d5e,353.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL
be6ffc92-1264-4910-b85e-2921ac8e66eb,221,0cbc97e7-5abc-4adf-8175-3b0eede111d3,108.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5e6cff06-4802-4d25-82be-18d8c6d25590,221,0cc2d2c7-0227-4758-acce-404d7cdd052a,TEXAS AND PACIFIC RAILWAY COMPANY 21 18 1.9300 acres,NULL,NULL,NULL,NULL,1.9300,NULL,NULL
6257db9d-8327-4740-b288-92f963c1cdb7,221,0c560223-6562-4162-97cb-7953666feae0,A-1213 SOUTHERN PACIFIC RAILROAD COMPANY 26 8 4.3400 acres,NULL,NULL,NULL,1213,4.3400,NULL,NULL
30a9246b-b32a-4313-87bd-f842297b9006,221,0c5a57d8-1096-4a31-b442-60effd11dc2c,VOL 340 PAGE 20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a88cfa1f-4452-4048-9eb7-66c5c16d5ab5,221,0c5ea634-7d4d-4f71-8ab1-7c9fb0fb0355,HIGHLAND TERRACE ADDITION C 3,HIGHLAND TERRACE ADDITION,3,C,NULL,NULL,NULL,NULL
efdee156-2b5e-4c26-9196-7ebbcb7051ef,221,0c648c7e-5948-46bb-9284-7e6dcc67ff83,31.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6d9fce95-56e8-42c5-a621-22712eafa2d3,221,0c6687ee-a911-415b-ae57-273ad1e1bbad,BIG ELM ADDITION B 12,BIG ELM ADDITION,12,B,NULL,NULL,NULL,NULL
02af1d14-3fd3-4b84-b8ab-fc8b3e833842,221,0c67dd04-1882-4f8e-901a-070ee3ceeded,44730.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a4320eda-369e-4aaa-b645-670344847e6d,221,0c703a80-d7f5-44d3-b07c-27e7f27ca021,ELMWOOD WEST ADDITION SECTION 11 K 1,ELMWOOD WEST ADDITION SECTION 11,1,K,NULL,NULL,NULL,NULL
e9eec308-bbca-423a-a94b-3fc072206a60,221,0c77583c-b357-43cd-9234-8a185da0b373,FAIRWAYS                00026 000R,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7a6cd05a-1e0c-442a-846b-88f2f67c04e2,221,0c7cf979-f652-4572-b170-e5728eefc69d,VOL 1023 PAGE 416,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dabaf61c-c9d1-4577-9322-7633df340ed3,221,0c7d7aa6-c6ca-4b58-ae9c-c713da3f554f,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0a3bb0a2-6856-44cf-a41a-84055bbb6850,221,0c7df90f-b301-45da-bc91-5c4a388dd6f6,ELMWOOD WEST ADDITION SECTION H 5 23,ELMWOOD WEST ADDITION SECTION H,23,5,NULL,NULL,NULL,NULL
20612915-1f45-4478-999d-77933969b004,221,0c7eb96e-8d14-4a87-8cbe-d520abeab255,HARVEST ADDITION SECTION 1 C 15,HARVEST ADDITION SECTION 1,15,C,NULL,NULL,NULL,NULL
5001d92c-e025-4828-8f90-b2e02d4f132f,221,0c808fa2-8d85-4830-aadb-505227614f68,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43191001-542e-4669-9b65-72dffd4872c0,221,0c88a51c-304e-4641-9176-42713b76623a,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3c25c939-e068-4296-a312-c1d0dca94e3f,221,0c9b1626-dd94-447c-b7e6-382170f09e3d,PASADENA HEIGHTS ADDITION 6 2 0.3500 acres,PASADENA HEIGHTS ADDITION,2,6,NULL,0.3500,NULL,NULL
1c26c0ba-0e37-4925-9dce-8865df92d743,221,0c9c5b40-ff88-42b0-8a1b-19d9fc5f8b3d,BUFFALO GAP ESTATES ADDITION 5 11,BUFFALO GAP ESTATES ADDITION,11,5,NULL,NULL,NULL,NULL
b5570b37-41a5-4fbb-a6b8-99637d51b745,221,0ca099ed-b44b-4327-910b-843cf7e06049,SOUTH LYTLE ADDITION SECTION 5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13eb928b-8d6f-4f6b-b249-6037a1028b8e,221,0ca14c11-81bb-47e5-b5a9-e304889fda91,STONEGATE ADDITION SECTION 1 CONTINUATION 5 4 6,STONEGATE ADDITION SECTION 1 CONTINUATION 5,6,4,NULL,NULL,NULL,NULL
758d457e-fe0a-49d8-a7e7-f12acc591a43,221,0ca72b69-cde8-47bf-b8cf-b4e08cc28890,TWIN OAKS ADDITION B 14,TWIN OAKS ADDITION,14,B,NULL,NULL,NULL,NULL
0c5ee5c5-16ec-491a-99cf-ac1a974065a4,221,0cad76c3-1380-4ba3-8d83-ba26d8f74d3f,HARDIN WB              A-0130,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89dbe6a9-d311-4494-8ae0-ca6b0eb5459a,221,0cb168c3-47e6-4074-9acf-8dec35fb46b9,PT LT5&6 BK 23 OT ABILENE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c852b66a-40f1-4231-a40c-26ce790027f4,221,0cb68267-2a2b-44b1-8352-ad1c631e5eb5,HUNTERS CREEK ADDITION SECTION 2 G 23,HUNTERS CREEK ADDITION SECTION 2,23,G,NULL,NULL,NULL,NULL
