RecordID,CountyID,LandDescriptionID,BriefLegal,Subdivision,Lot,Block,AbstractName,AcreageByTract,QuarterCalls,Remarks
1480d5d4-7750-4c94-b5e7-fbad45c98f5f,221,00084e1a-a368-4182-90ec-8b5895369278,NABORS J A 10 234.0000 acres,NULL,NULL,NULL,NULL,234.0000,NULL,NULL
a8986d21-0284-4171-984e-a1f99b0f645f,221,00085e5b-c298-45a1-a533-8b4ba1e37824,OVALO TOWN OF 67 3,OVALO TOWN OF,3,67,NULL,NULL,NULL,NULL
00910f8d-8ca4-4078-9f0c-bdccf6ebd577,221,000db4e6-682f-4c0b-af81-30267b33401e,A-1026 KELSEY F 30 NE 4.5200 acres,NULL,NULL,NULL,1026,4.5200,NE,NULL
c46698b0-9e8f-4273-b825-5f85858bdf81,221,000dcdf8-5bdd-4b39-9977-1c74ff5d8404,CARRIAGE HILLS ADDITION SECTION 3 T 2,CARRIAGE HILLS ADDITION SECTION 3,2,T,NULL,NULL,NULL,NULL
f6d45809-2f40-4f7a-90c2-1f5bca3a8f4d,221,000f7350-d20f-4ee7-953a-fa260ad6a7e4,JOHNSTONS SUBDIVISION F 1,JOHNSTONS SUBDIVISION,1,F,NULL,NULL,NULL,NULL
384129e0-facf-4bd5-9409-16e72aa8c789,221,0012a89c-668f-4a20-b86f-a001d96b9520,8 SAUCEDO J M 3.6300 acres,NULL,8,NULL,NULL,3.6300,NULL,NULL
9728e125-0e7c-4009-b553-0805afd81d6e,221,0021c86c-e327-4dda-a45c-8b358992784c,LT3 BK 13 SCOTT HIGHWAY PLACE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0f799f12-3acd-4a7f-bd8b-3c54f1ce86e5,221,002264cc-e764-4aeb-a680-ee50f71084fb,408.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1c35f47c-5b95-43d1-aeba-155db67b2f62,221,0027e668-05ef-45d5-b237-69b90324ebf6,252.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f6541b7a-3845-48a4-bf11-e2fff886a165,221,002b2199-bee1-454f-86d8-aa46f2c8097e,TUSCOLA ORIGINAL TOWN OF 23 4,TUSCOLA ORIGINAL TOWN OF,4,23,NULL,NULL,NULL,NULL
a8986d21-0284-4171-984e-a1f99b0f645f,221,003daf93-fe30-4c8b-915c-ed027bfb2fc3,OVALO TOWN OF 48 11,OVALO TOWN OF,11,48,NULL,NULL,NULL,NULL
a8986d21-0284-4171-984e-a1f99b0f645f,221,00418373-0590-4bf2-ac2e-91a9df90b037,OVALO TOWN OF 64 10 17.1000 acres,OVALO TOWN OF,10,64,NULL,17.1000,NULL,NULL
ff3b753a-8274-463e-93d0-45403812aa2e,221,0047b757-fdc8-4161-afe6-fd4363d81ba3,DELLIS AND PAXTON SUBDIVISION 5 1,DELLIS AND PAXTON SUBDIVISION,1,5,NULL,NULL,NULL,NULL
8261966b-8466-4e81-9ddf-4b6c2cc5c615,221,004da421-6fc7-42b6-a8af-ebf701299eac,CAMPUS ADDITION CONTINUATION OF 21 4,CAMPUS ADDITION CONTINUATION OF,4,21,NULL,NULL,NULL,NULL
da43f076-7a84-4094-9ad6-a26419b505e8,221,00524c5d-1cf4-4c3d-a335-35886bf3e850,VALI HAI ESTATES ADDITION SECTION F 22,VALI HAI ESTATES ADDITION SECTION F,22,NULL,NULL,NULL,NULL,NULL
394603c5-8547-4807-8381-b19d56604d56,221,005303db-c101-4c6d-9b13-462c41f7bab7,FRENCHMANS CREEK SUBDIVISION 2 401,FRENCHMANS CREEK SUBDIVISION,401,2,NULL,NULL,NULL,NULL
a776bc84-0d5a-440b-b4fc-d9daf4812324,221,00610dd5-cdf5-4280-9aaf-ba289b6460af,182.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5c7372d0-4f32-4d80-87a2-23956ad65894,221,0061851a-7aa4-457d-b0cc-078d460a95a0,HOLIDAY HILLS ADDITION SECTION 1 CONTINUATION OF E 36,HOLIDAY HILLS ADDITION SECTION 1 CONTINUATION OF,36,E,NULL,NULL,NULL,NULL
4b4fd380-6325-46cc-9e8d-91a8731dce8c,221,0066e62e-3b47-4a43-bde2-8163a719c719,CASTLEWOOD ESTATES J 117,CASTLEWOOD ESTATES,117,J,NULL,NULL,NULL,NULL
44b551d3-1aab-417d-8e3b-3b283fb38085,221,006a1d4f-4b68-44f8-bcf2-7b07b405b364,HAMPTON HILLS SECTION 7 P 13,HAMPTON HILLS SECTION 7,13,P,NULL,NULL,NULL,NULL
d4c3e167-3e34-4fb7-bbac-e28bed09486b,221,006bca59-6d88-41fe-a4c5-c7a69d4e80d2,3569.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4f375e24-3b9f-46b7-a851-1a5fcbb7858d,221,006e1dd6-7280-46cc-b39d-35daa56d9b07,EDGEMONT ADDITION 6 4,EDGEMONT ADDITION,4,6,NULL,NULL,NULL,NULL
f8a1fe8a-088f-4dfc-a21c-613c8848599a,221,007137fc-30e3-4492-bc50-16dce7eeee53,SWENSON AND WOODEN SUBDIVISION 3 HOUSTON AND TEXAS CENTRAL RAILWAY COMPANY 147 64,SWENSON AND WOODEN SUBDIVISION,3,NULL,NULL,NULL,NULL,NULL
09734bc8-c0f4-4d7d-9c42-205de5042969,221,0071cde8-fe71-430b-9bd1-c8f576c0a42b,A-3 ADAMS J 44 7.9250 acres,NULL,NULL,NULL,3,7.9250,NULL,NULL
84e4c93d-ccc9-442b-ab59-99f06251b4c7,221,0073eb0c-3ba6-46e2-a9d0-6c443c932e8d,J B COLLINS SUBDIVISION 5 19,J B COLLINS SUBDIVISION,19,5,NULL,NULL,NULL,NULL
35999abc-ee60-40be-80aa-98f3ec519039,221,000b8ff5-c26e-4ed6-a378-133ccba19771,HIGHLAND FARMS SECTION 1 D 1 0.5230 acres,HIGHLAND FARMS SECTION 1,1,D,NULL,0.5230,NULL,NULL
2d6c2eb2-46b1-4e64-88e6-b9ec36decbfd,221,000efbfe-0c48-456c-aa43-65ad48c7930b,NORTH PARK ADDITION 15 9,NORTH PARK ADDITION,9,15,NULL,NULL,NULL,NULL
aeaf0402-6174-4632-bbed-40d4e072cf4c,221,0014a850-639a-4877-bb93-02e3f9e19860,IVANHOE ACRES ADDITION SECTION 1 C 9,IVANHOE ACRES ADDITION SECTION 1,9,C,NULL,NULL,NULL,NULL
9fc3c8a9-6377-4940-8dec-6832c2a84355,221,0016337a-b003-4045-be16-0dbb81f4d6ea,SOUTH HAVEN ESTATES SECTION 2 A 22 0.5280 acres,SOUTH HAVEN ESTATES SECTION 2,22,A,NULL,0.5280,NULL,NULL
6b3b0a5c-9286-47b1-8cfc-adef07f127a9,221,001c6d17-2710-4588-a22f-2e330b019926,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
470567c6-65fe-4a00-bb30-62406b279289,221,001e14bf-ed2b-4cec-a71f-6c89a221fbef,HOLIDAY HILLS ADDITION SECTION 1 B 4,HOLIDAY HILLS ADDITION SECTION 1,4,B,NULL,NULL,NULL,NULL
a1318e30-9f0e-4530-894f-132313399eba,221,002643b0-6966-4244-97c0-b588c96eaa87,BETTES HEIGHTS ADDITON G 7,BETTES HEIGHTS ADDITON,7,G,NULL,NULL,NULL,NULL
0418d555-53aa-4866-8e6b-408e9705605f,221,002a0ee4-6d03-4535-9e6e-44b8304478c2,AUSTIN B 91,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b64a3b1c-233a-4d0a-8555-c263853b2bce,221,002b6407-9cb4-4957-aff6-25632ff24c4c,EL PRADO ESTATES ADDITION A 4,EL PRADO ESTATES ADDITION,4,A,NULL,NULL,NULL,NULL
b04f0447-394c-4e68-a5d7-71cecccf8509,221,002d41bc-8a35-4daa-9d4b-e5f080e13123,180.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL
fd0c1864-856d-4c72-9823-1d10452ea001,221,002e2e63-7263-461f-8bc9-3eeaf2ec01ff,ABILENE ORIGINAL TOWN OF 19 15,ABILENE ORIGINAL TOWN OF,15,19,NULL,NULL,NULL,NULL
0b05b505-9607-49bf-b205-7cc5659251c7,221,00354f43-6b7c-4f36-9d00-685d94986f1b,BUFFALO GAP ORIGINAL TOWN OF 4 4,BUFFALO GAP ORIGINAL TOWN OF,4,4,NULL,NULL,NULL,NULL
516fde35-86b2-4743-aaa2-d9532c8ae4c7,221,003bd1c6-ed6f-4670-b722-477a8f3eb66c,LONE STAR RANCH SECTION 2 C 12,LONE STAR RANCH SECTION 2,12,C,NULL,NULL,NULL,NULL
81668323-6b3f-4eb7-9ce1-0bb28191174f,221,003f9bb9-599e-40d7-a597-b70959bcd851,MEADOWBROOK ADDITION 3 26,MEADOWBROOK ADDITION,26,3,NULL,NULL,NULL,NULL
42b19439-c0c8-44b8-a191-e73949099404,221,004bab06-f1cf-4041-b28d-574c6d29b3b3,OLDHAM COURT WEST A 8,OLDHAM COURT WEST,8,A,NULL,NULL,NULL,NULL
838434b1-06b9-4f0f-ba20-19560f092671,221,00578842-7cef-4a2e-af5d-37d225d3b17c,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
baf05f95-b0ed-4ce2-a949-f62effddd61d,221,0059571f-8990-4811-9a8e-7559ec89b964,50.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL
888e3a04-6955-42a2-b33b-8f4221415e1a,221,0063f2ca-0b45-4974-acf7-e796a2b19d84,DENALI ADDITION B 102,DENALI ADDITION,102,B,NULL,NULL,NULL,NULL
db02dbce-46a9-4df9-ac00-e5e45b82636a,221,0067ec29-9412-447f-8638-f4a031d0f094,101.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d0770de4-e947-40a9-8485-a02a0224c85b,221,006c76ae-a440-4439-9c25-3dcebdaa083f,COLLEGE DR              0002A 0004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0f85f722-c8a5-43c4-aa0f-4ac7a0868a31,221,0070459d-5d8e-4f66-ac0b-bee569db67b3,A-995 HENDERSON S T 38 NE 44.7850 acres,NULL,NULL,NULL,995,44.7850,NE,NULL
28991685-e9ad-4141-b98b-b05c0783b62b,221,0078d806-b423-4012-8356-d6350e0222c1,TYE ORIGINAL TOWN OF 13 22,TYE ORIGINAL TOWN OF,22,13,NULL,NULL,NULL,NULL
da0ed42e-1393-4a2a-a5ef-c37b7a900243,221,007e17f5-5bc4-4f88-b9ec-300c42499d03,A-204 LEE P 421 25.8060 acres,NULL,NULL,NULL,204,25.8060,NULL,NULL
c036d167-a102-4393-ba2a-c3a7e25a951c,221,008165d0-77d6-42ed-b69e-a8d51c0f7f70,CANYON ROCK LAKE ADDITION SECTION 2 C 14,CANYON ROCK LAKE ADDITION SECTION 2,14,C,NULL,NULL,NULL,NULL
ab793407-419a-4727-a574-abdec17d382b,221,0083289f-e482-462e-92e4-e5a523793a22,HUNTERS LANDING SECTION 5 1 2 16.9400 acres,HUNTERS LANDING SECTION 5,2,1,NULL,16.9400,NULL,NULL
30bb32b4-2135-4ba9-b0b6-46229eed1436,221,00033cf6-22d8-4f28-96bc-559a6e7afa25,HARVEST ADDITION SECTION 1 A 27 A-319 TALBOT M 103 31.2040 acres,HARVEST ADDITION SECTION 1,27,A,319,31.2040,NULL,NULL
359cc24f-2f69-4880-97f9-2db80450dea4,221,00091154-7896-429f-8f28-26cd3082e953,462.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
aa62fde4-eb5b-4db6-a5d8-841b2ce26500,221,001275b8-7ec6-4bb4-a44a-44048ba5bcda,LYTLE SHORES SOUTH ADDITION SECTION 6 T 3,LYTLE SHORES SOUTH ADDITION SECTION 6,3,T,NULL,NULL,NULL,NULL
8d741245-8f01-4eff-baf3-4aaf3d14b1a1,221,0022e9a0-6f16-4f8d-b5ed-201862defae7,567.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c243ad25-9282-4948-96a2-9ce29974e4f3,221,00235bc4-e7bc-4942-9bdd-489e66c66a59,A-198 KING M P 434 20.0000 acres,NULL,NULL,NULL,198,20.0000,NULL,NULL
ed67add3-f189-4647-b20e-855ef1093b78,221,00242beb-8ae2-4b80-8462-81adeb0ae115,VOL 1 PAGE 315,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b27b4c46-cf69-4961-bd3b-57f880edb04c,221,0024b368-1a81-4cdf-b37b-0c8f96411425,69.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2b32bcaa-f5a7-4381-a133-0292c2b34ba1,221,002a318a-5c70-4f68-9f0a-7ef19316c838,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f158e1cc-ec82-43f3-b226-f9872b6ae4fd,221,002f2008-008b-4623-9249-ba365c1699c6,RAFTER T ADDITION A 2 29.9470 acres,RAFTER T ADDITION,2,A,NULL,29.9470,NULL,NULL
7318d0d6-01a9-4365-a6ce-24b2017203c4,221,002f7668-8b84-4893-898f-b2b5e5166832,A-239 SALINAS R 429 10.2100 acres,NULL,NULL,NULL,239,10.2100,NULL,NULL
bd9f3ea2-47d6-440e-b1d3-5a0fe2ec1f8c,221,0034cbaa-505f-4271-999b-e921ec4993b1,WYNDROCK ADDITION SECTION 2 7 44,WYNDROCK ADDITION SECTION 2,44,7,NULL,NULL,NULL,NULL
959a9aa9-70a8-42cb-8f89-4fa2f1a5238f,221,004202ad-f0da-471d-a726-cb64c51382cf,846.60,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3578180d-6a01-4ae1-8437-f823766131af,221,0043d4eb-1fd7-43fa-a992-2cbf39d92b89,FORREST MEADOWS ADDITION SECTION 1 B 13,FORREST MEADOWS ADDITION SECTION 1,13,B,NULL,NULL,NULL,NULL
4cd46f4f-5167-44db-b1f9-a081e6c46901,221,0047773d-c99d-4328-8695-aabeb2346895,158.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5e8720d0-f15e-4405-9e8c-599c3db0cb82,221,0054ada7-61a8-435d-831d-bf4f87a6cb60,COUNTRYSIDE ESTATES ADDITION SECTION 1 1 19,COUNTRYSIDE ESTATES ADDITION SECTION 1,19,1,NULL,NULL,NULL,NULL
08a49c10-2b27-4584-b1be-1ce7fb66bfd3,221,00588074-0a7a-49d5-a901-faa862fe768d,334.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL
636d96b4-5591-4f12-bae8-f446235f7713,221,0059ddec-b461-4829-994c-b08b6d1605cd,TWIN OAKS ADDITION F 13,TWIN OAKS ADDITION,13,F,NULL,NULL,NULL,NULL
05324c27-fa7b-44d7-9cdb-8e3f705b5de6,221,0066e6fe-6233-4b41-a6d8-232db2fe577e,A-1011 HUMPHREY T M 10 6.9310 acres,NULL,NULL,NULL,1011,6.9310,NULL,NULL
5d48d578-1fbc-4667-a810-7a894a45213a,221,00694056-570d-4220-b3f9-59131c7bb39a,LAL 27 NW 18.7060 acres,NULL,NULL,NULL,NULL,18.7060,NW,NULL
d3aef58e-588b-4163-9cf0-d0b6c3adf763,221,00760d5c-37ab-458f-a9c8-5c290af22547,HIGHLANDS ADDITION CONTINUATION OF 23 14,HIGHLANDS ADDITION CONTINUATION OF,14,23,NULL,NULL,NULL,NULL
b35f78ed-5596-4b14-940e-1e98bea3ea20,221,00763230-7039-44aa-a43b-19384d5b40d5,PT LT2 BK 3 SAYLES & HUGHES,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63019777-3be4-4397-9765-23c214b1340f,221,007dfc02-926a-44d2-86af-05863559db06,1AC S/2 SEC 152 BK 64 H&TC RR,NULL,NULL,NULL,NULL,NULL,NULL,NULL
fe2bc96d-2912-456f-8876-b6297a3474e3,221,007f8b44-7fff-4db4-a89e-a24d63397c02,A-2011 LUNATIC ASYLUM LANDS 10 6.9310 acres,NULL,NULL,NULL,2011,6.9310,NULL,NULL
7c360a9e-8028-4601-884b-f20d1b73a582,221,0080b365-0d7f-4b4c-aefb-d5b57fda9c19,VOL 794 PAGE 307,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69c97156-dbd1-4f0f-bc53-0b8be2a9220a,221,0084d253-c12e-4842-8e08-5509b53458b3,BEL AIR ADDITION SECTION 3 A 12,BEL AIR ADDITION SECTION 3,12,A,NULL,NULL,NULL,NULL
8a2c55c0-e6cf-4115-bd06-8645c625755c,221,008976e5-25ec-401f-bfe4-f55dd3bf9833,HILLS OF TUSCOLA SECTION 1 A 41,HILLS OF TUSCOLA SECTION 1,41,A,NULL,NULL,NULL,NULL
a29b46c5-f35b-4245-8661-f8c32ad3142e,221,000cd590-7c00-464e-85fa-d2529047cb3a,LAL 12 32.5200 acres,NULL,NULL,NULL,NULL,32.5200,NULL,NULL
adf2ffc4-f473-4791-9044-4d21a60e46f9,221,0018e731-70fa-4a31-a978-fff9d657ad79,THE ENCLAVE AT HERITAGE PARKS SECTION 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80c18dde-6a08-480d-9716-3c4db6001980,221,001a118e-9bf3-4c44-8fbb-71f29356f3a5,STONEGATE 1             00046 0004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06f471b9-885a-4aee-aa2a-da69a3c93302,221,002b8dc1-fc96-47b9-86ce-0f1d5628a241,A-97 HARRIS J H 420 32.2130 acres,NULL,NULL,NULL,97,32.2130,NULL,NULL
0e8bece1-11a3-46fb-9f84-0df09cea1f2d,221,002d85fb-46a6-4a62-a7ba-60dffc5bbc60,A-8 AKLES H 529 46.6900 acres,NULL,NULL,NULL,8,46.6900,NULL,NULL
81980731-5cf9-4f41-9330-d07e2828d451,221,002df3b7-9220-41cf-a8cc-53f3917526f7,38.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5faf2ae6-bb72-45f4-8ca3-aa6d55af15dc,221,0035b330-398e-458c-843d-0e6b6125b94c,SCOTT HIGHWAY PLACE ADDITION 18 10,SCOTT HIGHWAY PLACE ADDITION,10,18,NULL,NULL,NULL,NULL
40f7a484-0f82-4493-bc8b-7f64e78238ad,221,0035f693-a4b8-47ce-8997-1fd2673f3af5,WESTWOOD PLAZA ADDITION 1 1 0.0385 acres,WESTWOOD PLAZA ADDITION,1,1,NULL,0.0385,NULL,NULL
136a618a-799a-4126-b686-52cb676eb1bb,221,00362abc-5c7a-4997-ac60-2246dfee44a2,WYCHWOOD PLAZA ADDITION E 14,WYCHWOOD PLAZA ADDITION,14,E,NULL,NULL,NULL,NULL
febda675-7cf8-4fa6-90f2-1a6803414c0e,221,0036a2ff-65ea-47e8-a5b2-727b43af4fb9,FAIRWAYS                00013 000I,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95063bfd-cd9d-4b5f-a044-87a26c469d33,221,0037ed71-252d-4aff-87f4-e9c420ddd435,BAR B ACRES 8,BAR B ACRES,8,NULL,NULL,NULL,NULL,NULL
36b075ed-878f-4811-9d26-8538213a64c3,221,003bdebe-3350-4d4f-90be-574d2fab1944,FORREST MEADOWS ADDITION SECTION 1 23 27.3120 acres,FORREST MEADOWS ADDITION SECTION 1,23,NULL,NULL,27.3120,NULL,NULL
a15ad87a-3754-4dc8-a984-5208499067ca,221,003c2c51-be88-4c27-aa6b-0ccbbe562e2e,BISON BEND SUBDIVISION SECTION 2 A 16,BISON BEND SUBDIVISION SECTION 2,16,A,NULL,NULL,NULL,NULL
5f88af4f-1fca-4844-a881-6482a7f3a1a2,221,0040a9bb-dd6a-4de2-aae6-04eb6548dd93,RICHLAND ACRES ADDITION H 24,RICHLAND ACRES ADDITION,24,H,NULL,NULL,NULL,NULL
402ee3bc-7665-4329-bbe6-46b8136ee373,221,00428f8d-3523-41e1-b97c-e353628f725b,ALAMEDA ADDITION SECTION 3 G 14,ALAMEDA ADDITION SECTION 3,14,G,NULL,NULL,NULL,NULL
64d56927-376b-43be-ade5-0d16c9bffed0,221,0057cd0f-d527-465c-a684-de38141ddac1,A E POOL AND OLA EPLEY SUBDIVISION 6 6,A E POOL AND OLA EPLEY SUBDIVISION,6,6,NULL,NULL,NULL,NULL
0110c217-d297-4b3b-a0af-1a2e0417ff7c,221,005aecb8-7c45-480b-a661-40b73492b1b3,102.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3d758199-cba3-432d-ad91-70be9f4a4704,221,0060f6f9-9d9c-418f-b728-6c87680d11f5,57 TRUSSELL J 141 1.3300 acres,NULL,57,NULL,NULL,1.3300,NULL,NULL
ef0b8aa3-a2e4-4260-8045-211938e04873,221,0069ba62-6b5a-43a3-a222-48312037c25a,R L OVER AND JOE COIL SUBDIVISION 13,R L OVER AND JOE COIL SUBDIVISION,13,NULL,NULL,NULL,NULL,NULL
2bb781c0-d29b-49a9-85a9-145b10fb4334,221,0069dc1c-27ba-4955-85a4-0c30e2e50c06,LT7 S/2 LT8 BK 133 CITY OF ABILENE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3dd699e8-d0a3-429c-893a-bf66bd6083df,221,007ef936-ccd6-4327-af8e-661b0c72ac1f,CAMPUS ADDITION CONTINUATION OF 18 16,CAMPUS ADDITION CONTINUATION OF,16,18,NULL,NULL,NULL,NULL
a2b9027d-f219-4db3-b2cf-d5023738ef85,221,007f3d4e-4594-4cd3-8137-e60427be5433,UNIT A-18-B PLAZA ESTATES CONDOMINIUM,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29a330fa-deb8-4124-a50c-7e1278b6185b,221,0081fe62-53dc-4d2c-9055-fce1e693eeae,16 GRIMES COUNTY SCHOOL LAND 147 0.3700 acres,NULL,16,NULL,NULL,0.3700,NULL,NULL
3e6a62d4-4770-47b1-8811-33330e9b531c,221,0087b1db-d27f-42ca-83eb-11c4ba83eff0,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6fc80f03-7b94-4469-8b8f-ee2075b939c4,221,00928d51-636e-4f05-b15c-8dc48bafd08e,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3e0b40f2-5033-4565-8574-a26c9d27822f,221,0000d1af-add4-45af-9c14-497be61685cf,LT11-12 BK 151 ABILENE CITY OF,NULL,NULL,NULL,NULL,NULL,NULL,NULL
caec59cf-db9e-45c0-9e1b-38bab20c135d,221,00028a62-b4cd-4650-8b2d-852d6ec552b7,CARRIAGE HILLS ADDITION SECTION 2 E 22 55.5410 acres,CARRIAGE HILLS ADDITION SECTION 2,22,E,NULL,55.5410,NULL,NULL
699984ff-65b2-415f-bba8-17f598deff35,221,000a915e-0f4e-4370-af2c-7e4e526a9034,MEADOWBROOK ADDITION 3 32,MEADOWBROOK ADDITION,32,3,NULL,NULL,NULL,NULL
43f3777b-cfbd-41e0-861a-a8e9feeecac2,221,001bfc8e-65aa-4b3f-9954-39bbfcb95e27,3027.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8dbd5bd4-3983-469c-bd0a-e46424244a70,221,001f7888-ee7e-41d1-9fba-220ffb5802a2,UNIVERSITY PLACE 1 7,UNIVERSITY PLACE,7,1,NULL,NULL,NULL,NULL
b53d1f94-1c08-4f4f-921d-f898edff7fac,221,00256d9a-ed47-49b6-9744-b3341f1db893,OVALO TOWN OF 46 6 0.2820 acres,OVALO TOWN OF,6,46,NULL,0.2820,NULL,NULL
2459ef8c-c78b-4fd7-82a2-4681a33d1d56,221,0027f3a3-e926-46e8-8631-49a5cfe17aa4,JOHN F NORTHINGTON SUBDIVISION 2,JOHN F NORTHINGTON SUBDIVISION,2,NULL,NULL,NULL,NULL,NULL
02f1d780-56bf-4455-a690-4fcd31515675,221,002af672-ba06-4d5b-9157-8494b33b9586,CARRIAGE HILLS ADDITION SECTION 3 S 5,CARRIAGE HILLS ADDITION SECTION 3,5,S,NULL,NULL,NULL,NULL
33baadd5-6cfc-495d-aaf7-d859ee565af2,221,002b61a6-203f-4dbc-b687-47aeffda5ea2,HATTIE M SAYLES SUBDIVISION 5 AUSTIN B 92 53.5 acres,HATTIE M SAYLES SUBDIVISION,NULL,5,NULL,53.5,NULL,NULL
26de4e13-9a3a-4674-8af3-869bf43b2c55,221,002ccfb5-d451-4837-879a-422647d2e133,NORTH PARK ADDITION 2 2 HOHERTZ E W 17,NORTH PARK ADDITION,2,2,NULL,NULL,NULL,NULL
666e7fd2-f384-4a1c-966e-011108fb96b2,221,00302477-07fb-4fe8-87fd-afeafc8813c4,6138.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33baadd5-6cfc-495d-aaf7-d859ee565af2,221,003232eb-3399-4842-adeb-69e614d3c7ff,HOLLAND AND MILLER SUBDIVISION 181 1,HOLLAND AND MILLER SUBDIVISION,1,181,NULL,NULL,NULL,NULL
8678e4cb-bc2f-4c0c-bfb4-2587e73b44f4,221,003b4b40-f4ae-4760-87b2-5cb84bd1f4a2,SOUTH WIND ESTATES SECTION 1 A 4,SOUTH WIND ESTATES SECTION 1,4,A,NULL,NULL,NULL,NULL
25a211b7-c8ea-4a33-b539-34e27ef1d0fd,221,003c0ed4-0b89-4f30-b37e-5c120fd0e8d5,LT9 BK B J R HUGHES,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1fc3c6c8-72a8-4133-97ef-f9f33cc42a49,221,003c89f6-161e-4fc0-8aa6-83aaa23486ce,HOLIDAY HILLS ADDITION SECTION 3 P 19,HOLIDAY HILLS ADDITION SECTION 3,19,P,NULL,NULL,NULL,NULL
aaa9d189-8a79-4556-8013-ffd669c1be42,221,0040c125-ceb2-4b04-ab49-fca0f59b42d4,S/2 4.97AC BK 15 BOWYER,NULL,NULL,NULL,NULL,NULL,NULL,NULL
df146a6d-c466-4746-b0a6-83f2ff553474,221,0046bd90-5994-4ea4-b0d3-701e2de87946,LONE STAR RANCH ADDITION SECTION 1 CONTINUATION 6 A 3 2.9090 acres,LONE STAR RANCH ADDITION SECTION 1 CONTINUATION 6,3,A,NULL,2.9090,NULL,NULL
4421e97c-ba60-4247-8e81-5a7c0e7e7de1,221,0050d58c-1a71-48ba-9342-34f41447e803,PARK PLAZA ADDITION SECTION 1 C 18,PARK PLAZA ADDITION SECTION 1,18,C,NULL,NULL,NULL,NULL
036174d3-a41e-4ed4-bd25-8b654f14c42a,221,0055c372-5952-4a30-9974-df03cfd1e272,50.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02cacec6-6ab8-441e-b79f-fecaaeb7d550,221,0058c985-b675-48f3-8168-8eb540dd61c9,PLEASANT HILLS ADDITION SECTION 2 3 14 A-1899 BBB & C RR CO 88 S2SW,PLEASANT HILLS ADDITION SECTION 2,14,3,1899,NULL,S2SW,NULL
7f629593-94bf-41ea-9af3-0bd4cf93d1c2,221,005c2ee7-9ed4-4d95-ad51-248618e96d34,W.J. YOUNG'S SUBDIVISION 12,W.J. YOUNG'S SUBDIVISION,12,NULL,NULL,NULL,NULL,NULL
df0fb172-1e90-4f76-988d-07f40a00f89d,221,006089cc-be0a-4710-a05a-98c700993d16,PT LT1-4 BK 119 NE/COR BK 119 CITY OF ABILENE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3412b005-dba8-4c44-9c21-c65bf35f50d8,221,00702717-fe3f-4a4f-a302-6ccc8a65941b,365.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b76d2913-25fb-4b72-b3f7-ca92d39cdd8c,221,00724495-1297-41dc-bb19-12850a3c9c67,HUGHES AND SAYLES SUBDIVISION A 11,HUGHES AND SAYLES SUBDIVISION,11,A,NULL,NULL,NULL,NULL
2fa68b7f-4419-4dbe-a140-38f374124449,221,0073b1a7-df81-4a85-85f7-33e6482fbf0f,9295.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL
310d1d99-3564-4c3f-bfdc-49d93b584ffe,221,0078a1d8-307c-48d6-be56-e8c86826bde0,TUSCANY RIDGE ADDITION SECTION 1 D 11,TUSCANY RIDGE ADDITION SECTION 1,11,D,NULL,NULL,NULL,NULL
